Input.index,WorkerId,Input.English,Input.Arabic,Answer.translation
364,A1WPT6LLCRWMDY,تجميع الوثائق,document clustering,تجميع المستندات
364,A1WPT6LLCRWMDY,مجموعة الوثائق,document corpus,مجموعة المستندات
364,A1WPT6LLCRWMDY,استرجاع الوثائق,document retrieval,استرجاع المستندات
364,A1YA58RRBN7NI4,مستندات,document,وثيقة
364,A1YA58RRBN7NI4,تصنيف الوثائق,document classification,وثيقة
364,A1YA58RRBN7NI4,تجميع الوثائق,document clustering,وثيقة
364,A1YA58RRBN7NI4,مجموعة الوثائق,document corpus,وثيقة
364,A1YA58RRBN7NI4,استرجاع الوثائق,document retrieval,وثيقة
364,A2OTFVI83FT0QL,مستندات,document,مستند
364,A2OTFVI83FT0QL,تصنيف الوثائق,document classification,تصنيف المستندات
364,A2OTFVI83FT0QL,تجميع الوثائق,document clustering,تجميع المستندات
364,A2OTFVI83FT0QL,مجموعة الوثائق,document corpus,مجموعة المستندات
364,A2OTFVI83FT0QL,استرجاع الوثائق,document retrieval,استرجاع المستندات
364,A33S3NQJEHPOMN,مستندات,document,مستند
364,A33S3NQJEHPOMN,تصنيف الوثائق,document classification,تصنيف المستندات
364,A33S3NQJEHPOMN,تجميع الوثائق,document clustering,تجميع المستندات
364,A33S3NQJEHPOMN,مجموعة الوثائق,document corpus,مجموعة المستندات
364,A33S3NQJEHPOMN,استرجاع الوثائق,document retrieval,استرجاع المستندات
364,A36CA3E5LT6I1P,مستندات,document,وثيقة
364,A36CA3E5LT6I1P,تصنيف الوثائق,document classification,تصنيف الوثائق
364,A36CA3E5LT6I1P,تجميع الوثائق,document clustering,تجميع الوثائق
364,A36CA3E5LT6I1P,مجموعة الوثائق,document corpus,مجموعة الوثائق
364,A36CA3E5LT6I1P,استرجاع الوثائق,document retrieval,استرجاع الوثائق
364,A3A6RGC6U41CM5,مستندات,document,وثيقة
364,A3A6RGC6U41CM5,تصنيف الوثائق,document classification,تصنيف الوثائق
364,A3A6RGC6U41CM5,تجميع الوثائق,document clustering,تجميع الوثائق
364,A3A6RGC6U41CM5,مجموعة الوثائق,document corpus,مجموعة الوثائق
364,A3A6RGC6U41CM5,استرجاع الوثائق,document retrieval,استرجاع الوثائق
364,A3HDXVNO786Z0L,مستندات,document,وثيقة
364,A3HDXVNO786Z0L,تصنيف الوثائق,document classification,تصنيف الوثائق
364,A3HDXVNO786Z0L,تجميع الوثائق,document clustering,تجميع الوثائق
364,A3HDXVNO786Z0L,مجموعة الوثائق,document corpus,مجموعة الوثائق
364,A3HDXVNO786Z0L,استرجاع الوثائق,document retrieval,استرجاع الوثائق
364,A5LL8EKITZLQ0,مستندات,document,مستند
364,A5LL8EKITZLQ0,تصنيف الوثائق,document classification,تصنيف المستندات
364,A5LL8EKITZLQ0,تجميع الوثائق,document clustering,تجميع المستندات
364,A5LL8EKITZLQ0,مجموعة الوثائق,document corpus,مجموعة المستندات
364,A5LL8EKITZLQ0,استرجاع الوثائق,document retrieval,استرجاع المستندات
365,A155OW7UP21THF,تلخيص المستندات,document summarization,موجود
365,A155OW7UP21THF,متجه الوثيقة,document vector,الخسارة المتوقعة
365,A155OW7UP21THF,على مستوى الوثيقة,document-level,المكافأة المتوقعة
365,A155OW7UP21THF,تعيين موضوع الوثيقة,document-topic assignment,المنفعة المتوقعة
365,A155OW7UP21THF,مستندات,documents,إعادة تجربة الخبرة
365,A1WPT6LLCRWMDY,تلخيص المستندات,document summarization,تلخيص الوثائق
365,A1WPT6LLCRWMDY,متجه الوثيقة,document vector,متجه الوثيقة
365,A1WPT6LLCRWMDY,على مستوى الوثيقة,document-level,على مستوى الوثيقة
365,A1WPT6LLCRWMDY,تعيين موضوع الوثيقة,document-topic assignment,تعيين الوثيقة إلى الموضوع
365,A1WPT6LLCRWMDY,مستندات,documents,الوثائق
365,A1YA58RRBN7NI4,تلخيص المستندات,document summarization,توازن مرتبط خشن
365,A1YA58RRBN7NI4,متجه الوثيقة,document vector,توازن مرتبط خشن
365,A1YA58RRBN7NI4,على مستوى الوثيقة,document-level,توازن مرتبط خشن
365,A1YA58RRBN7NI4,تعيين موضوع الوثيقة,document-topic assignment,توازن مرتبط خشن
365,A1YA58RRBN7NI4,مستندات,documents,توازن مرتبط خشن
365,A2OTFVI83FT0QL,تلخيص المستندات,document summarization,تلخيص الوثائق
365,A2OTFVI83FT0QL,متجه الوثيقة,document vector,متجه الوثيقة
365,A2OTFVI83FT0QL,على مستوى الوثيقة,document-level,على مستوى الوثيقة
365,A2OTFVI83FT0QL,تعيين موضوع الوثيقة,document-topic assignment,تعيين الموضوعات للوثائق
365,A2OTFVI83FT0QL,مستندات,documents,الوثائق
365,A33S3NQJEHPOMN,تلخيص المستندات,document summarization,تلخيص الوثائق
365,A33S3NQJEHPOMN,متجه الوثيقة,document vector,متجه الوثيقة
365,A33S3NQJEHPOMN,على مستوى الوثيقة,document-level,مستوى الوثيقة
365,A33S3NQJEHPOMN,تعيين موضوع الوثيقة,document-topic assignment,تخصيص الموضوع للوثيقة
365,A33S3NQJEHPOMN,مستندات,documents,وثائق
365,A36CA3E5LT6I1P,تلخيص المستندات,document summarization,تلخيص الوثائق
365,A36CA3E5LT6I1P,متجه الوثيقة,document vector,متجه الوثيقة
365,A36CA3E5LT6I1P,على مستوى الوثيقة,document-level,مستوى الوثيقة
365,A36CA3E5LT6I1P,تعيين موضوع الوثيقة,document-topic assignment,تعيين الوثيقة إلى الموضوع
365,A36CA3E5LT6I1P,مستندات,documents,الوثائق
365,A3A6RGC6U41CM5,تلخيص المستندات,document summarization,تلخيص المستندات
365,A3A6RGC6U41CM5,متجه الوثيقة,document vector,متجه المستند
365,A3A6RGC6U41CM5,على مستوى الوثيقة,document-level,على مستوى المستند
365,A3A6RGC6U41CM5,تعيين موضوع الوثيقة,document-topic assignment,تعيين الموضوع للمستند
365,A3A6RGC6U41CM5,مستندات,documents,المستندات
365,A3HDXVNO786Z0L,تلخيص المستندات,document summarization,تلخيص الوثائق
365,A3HDXVNO786Z0L,متجه الوثيقة,document vector,متجه الوثيقة
365,A3HDXVNO786Z0L,على مستوى الوثيقة,document-level,مستوى الوثيقة
365,A3HDXVNO786Z0L,تعيين موضوع الوثيقة,document-topic assignment,تعيين الموضوعات للوثيقة
365,A3HDXVNO786Z0L,مستندات,documents,الوثائق
365,A5LL8EKITZLQ0,تلخيص المستندات,document summarization,تلخيص الوثائق
365,A5LL8EKITZLQ0,متجه الوثيقة,document vector,متجه الوثيقة
365,A5LL8EKITZLQ0,على مستوى الوثيقة,document-level,مستوى الوثيقة
365,A5LL8EKITZLQ0,تعيين موضوع الوثيقة,document-topic assignment,تعيين الموضوعات للوثائق
365,A5LL8EKITZLQ0,مستندات,documents,الوثائق
365,AMDP4QV7L82Q,تلخيص المستندات,document summarization,تلخيص الوثائق
365,AMDP4QV7L82Q,متجه الوثيقة,document vector,متجه الوثيقة
365,AMDP4QV7L82Q,على مستوى الوثيقة,document-level,مستوى الوثيقة
365,AMDP4QV7L82Q,تعيين موضوع الوثيقة,document-topic assignment,تعيين الوثيقة للموضوع
365,AMDP4QV7L82Q,مستندات,documents,الوثائق
366,A155OW7UP21THF,مجال,domain,النطاق
366,A155OW7UP21THF,مجال,domain,النطاق
366,A155OW7UP21THF,عنصر مجال,domain element,عنصر النطاق
366,A155OW7UP21THF,فجوة النطاق,domain gap,فجوة النطاق
366,A155OW7UP21THF,التعميم على المجالات,domain generalization,تعميم النطاق
366,A1WPT6LLCRWMDY,مجال,domain,مجال
366,A1WPT6LLCRWMDY,مجال,domain,مجال
366,A1WPT6LLCRWMDY,عنصر مجال,domain element,عنصر مجال
366,A1WPT6LLCRWMDY,فجوة النطاق,domain gap,فجوة المجال
366,A1WPT6LLCRWMDY,التعميم على المجالات,domain generalization,تعميم المجال
366,A1YA58RRBN7NI4,مجال,domain,المجال
366,A1YA58RRBN7NI4,مجال,domain,المجال
366,A1YA58RRBN7NI4,عنصر مجال,domain element,المجال
366,A1YA58RRBN7NI4,فجوة النطاق,domain gap,المجال
366,A1YA58RRBN7NI4,التعميم على المجالات,domain generalization,المجال
366,A2OTFVI83FT0QL,مجال,domain,نطاق
366,A2OTFVI83FT0QL,مجال,domain,نطاق
366,A2OTFVI83FT0QL,عنصر مجال,domain element,عنصر نطاق
366,A2OTFVI83FT0QL,فجوة النطاق,domain gap,فجوة النطاق
366,A2OTFVI83FT0QL,التعميم على المجالات,domain generalization,تعميم النطاق
366,A33S3NQJEHPOMN,مجال,domain,مجال
366,A33S3NQJEHPOMN,مجال,domain,مجموعة بيانات خارج المجال
366,A33S3NQJEHPOMN,عنصر مجال,domain element,عنصر المجال
366,A33S3NQJEHPOMN,فجوة النطاق,domain gap,فجوة المجال
366,A33S3NQJEHPOMN,التعميم على المجالات,domain generalization,تعميم المجال
366,A3A6RGC6U41CM5,مجال,domain,المجال
366,A3A6RGC6U41CM5,مجال,domain,النطاق
366,A3A6RGC6U41CM5,عنصر مجال,domain element,عنصر المجال
366,A3A6RGC6U41CM5,فجوة النطاق,domain gap,الفجوة بين المجالات
366,A3A6RGC6U41CM5,التعميم على المجالات,domain generalization,تعميم المجال
366,A3HDXVNO786Z0L,مجال,domain,مجال
366,A3HDXVNO786Z0L,مجال,domain,مجال
366,A3HDXVNO786Z0L,عنصر مجال,domain element,عنصر المجال
366,A3HDXVNO786Z0L,فجوة النطاق,domain gap,فجوة المجال
366,A3HDXVNO786Z0L,التعميم على المجالات,domain generalization,تعميم المجال
366,A5LL8EKITZLQ0,مجال,domain,النطاق
366,A5LL8EKITZLQ0,مجال,domain,النطاق
366,A5LL8EKITZLQ0,عنصر مجال,domain element,عنصر النطاق
366,A5LL8EKITZLQ0,فجوة النطاق,domain gap,فجوة النطاق
366,A5LL8EKITZLQ0,التعميم على المجالات,domain generalization,تعميم النطاق
367,A155OW7UP21THF,المعرفة المجالية,domain knowledge,معرفة المجال
367,A155OW7UP21THF,عدم تطابق المجال,domain mismatch,تباين المجال
367,A155OW7UP21THF,أونتولوجيا المجال,domain ontology,أنطولوجيا المجال
367,A155OW7UP21THF,تحويل المجال,domain shift,تغير المجال
367,A155OW7UP21THF,نقل المجال,domain transfer,نقل المجال
367,A1WPT6LLCRWMDY,المعرفة المجالية,domain knowledge,المجال
367,A1WPT6LLCRWMDY,عدم تطابق المجال,domain mismatch,اختلاف المجال
367,A1WPT6LLCRWMDY,أونتولوجيا المجال,domain ontology,أطروحة المجال
367,A1WPT6LLCRWMDY,تحويل المجال,domain shift,تحول المجال
367,A1WPT6LLCRWMDY,نقل المجال,domain transfer,نقل المجال
367,A1YA58RRBN7NI4,المعرفة المجالية,domain knowledge,توزيع سوفتماكس
367,A1YA58RRBN7NI4,عدم تطابق المجال,domain mismatch,توزيع سوفتماكس
367,A1YA58RRBN7NI4,أونتولوجيا المجال,domain ontology,توزيع سوفتماكس
367,A1YA58RRBN7NI4,تحويل المجال,domain shift,توزيع سوفتماكس
367,A1YA58RRBN7NI4,نقل المجال,domain transfer,توزيع سوفتماكس
367,A2OTFVI83FT0QL,المعرفة المجالية,domain knowledge,معرفة المجال
367,A2OTFVI83FT0QL,عدم تطابق المجال,domain mismatch,تفاوت المجال
367,A2OTFVI83FT0QL,أونتولوجيا المجال,domain ontology,أنطولوجيا المجال
367,A2OTFVI83FT0QL,تحويل المجال,domain shift,تحول المجال
367,A2OTFVI83FT0QL,نقل المجال,domain transfer,نقل المجال
367,A33S3NQJEHPOMN,المعرفة المجالية,domain knowledge,معرفة المجال
367,A33S3NQJEHPOMN,عدم تطابق المجال,domain mismatch,عدم تطابق المجال
367,A33S3NQJEHPOMN,أونتولوجيا المجال,domain ontology,أنطولوجيا المجال
367,A33S3NQJEHPOMN,تحويل المجال,domain shift,تحول المجال
367,A33S3NQJEHPOMN,نقل المجال,domain transfer,نقل المجال
367,A36CA3E5LT6I1P,المعرفة المجالية,domain knowledge,المعرفة الميدانية
367,A36CA3E5LT6I1P,عدم تطابق المجال,domain mismatch,تباين المجال
367,A36CA3E5LT6I1P,أونتولوجيا المجال,domain ontology,أطروحة المجال
367,A36CA3E5LT6I1P,تحويل المجال,domain shift,تحول المجال
367,A36CA3E5LT6I1P,نقل المجال,domain transfer,نقل المجال
367,A3HDXVNO786Z0L,المعرفة المجالية,domain knowledge,معرفة المجال
367,A3HDXVNO786Z0L,عدم تطابق المجال,domain mismatch,عدم تطابق المجال
367,A3HDXVNO786Z0L,أونتولوجيا المجال,domain ontology,أنطولوجيا المجال
367,A3HDXVNO786Z0L,تحويل المجال,domain shift,تحول المجال
367,A3HDXVNO786Z0L,نقل المجال,domain transfer,نقل المجال
367,A5LL8EKITZLQ0,المعرفة المجالية,domain knowledge,معرفة المجال
367,A5LL8EKITZLQ0,عدم تطابق المجال,domain mismatch,اختلاف المجال
367,A5LL8EKITZLQ0,أونتولوجيا المجال,domain ontology,أنطولوجيا المجال
367,A5LL8EKITZLQ0,تحويل المجال,domain shift,تحويل المجال
367,A5LL8EKITZLQ0,نقل المجال,domain transfer,نقل المجال
368,A155OW7UP21THF,خاص بالمجال,domain-specific,خاص بالمجال
368,A155OW7UP21THF,مجالات,domains,المجالات
368,A155OW7UP21THF,ضرب نقطي,dot product,حاصل الضرب النقطي
368,A155OW7UP21THF,الاهتمام بالمنتج النقطي,dot-product attention,انتباه حاصل الضرب النقطي
368,A155OW7UP21THF,خفض العينات,down-sampling,تقليل العينة
368,A1WPT6LLCRWMDY,خاص بالمجال,domain-specific,محدد المجال
368,A1WPT6LLCRWMDY,مجالات,domains,المجالات
368,A1WPT6LLCRWMDY,ضرب نقطي,dot product,الضرب النقطي
368,A1WPT6LLCRWMDY,الاهتمام بالمنتج النقطي,dot-product attention,انتباه الضرب النقطي
368,A1WPT6LLCRWMDY,خفض العينات,down-sampling,التحجيم التنازلي
368,A1YA58RRBN7NI4,خاص بالمجال,domain-specific,مخصص للنطاق
368,A1YA58RRBN7NI4,مجالات,domains,المجالات
368,A1YA58RRBN7NI4,ضرب نقطي,dot product,المجالات
368,A1YA58RRBN7NI4,الاهتمام بالمنتج النقطي,dot-product attention,المجالات
368,A1YA58RRBN7NI4,خفض العينات,down-sampling,المجالات
368,A2OTFVI83FT0QL,خاص بالمجال,domain-specific,خاص بالمجال
368,A2OTFVI83FT0QL,مجالات,domains,مجالات
368,A2OTFVI83FT0QL,ضرب نقطي,dot product,حاصل الضرب النقطي
368,A2OTFVI83FT0QL,الاهتمام بالمنتج النقطي,dot-product attention,انتباه حاصل الضرب النقطي
368,A2OTFVI83FT0QL,خفض العينات,down-sampling,تقليل العينات
368,A33S3NQJEHPOMN,خاص بالمجال,domain-specific,خاص بالمجال
368,A33S3NQJEHPOMN,مجالات,domains,المجالات
368,A33S3NQJEHPOMN,ضرب نقطي,dot product,حاصل الضرب النقطي
368,A33S3NQJEHPOMN,الاهتمام بالمنتج النقطي,dot-product attention,انتباه حاصل الضرب النقطي
368,A33S3NQJEHPOMN,خفض العينات,down-sampling,تقليل العينة
368,A3A6RGC6U41CM5,خاص بالمجال,domain-specific,خاص بالمجال
368,A3A6RGC6U41CM5,مجالات,domains,المجالات
368,A3A6RGC6U41CM5,ضرب نقطي,dot product,الضرب النقطي
368,A3A6RGC6U41CM5,الاهتمام بالمنتج النقطي,dot-product attention,الانتباه بالضرب النقطي
368,A3A6RGC6U41CM5,خفض العينات,down-sampling,تقليل العينات
368,A3HDXVNO786Z0L,خاص بالمجال,domain-specific,خاص بالنطاق
368,A3HDXVNO786Z0L,مجالات,domains,النطاقات
368,A3HDXVNO786Z0L,ضرب نقطي,dot product,حاصل الضرب النقطي
368,A3HDXVNO786Z0L,الاهتمام بالمنتج النقطي,dot-product attention,انتباه حاصل الضرب النقطي
368,A3HDXVNO786Z0L,خفض العينات,down-sampling,تقليل العينة
368,A5LL8EKITZLQ0,خاص بالمجال,domain-specific,محدد النطاق
368,A5LL8EKITZLQ0,مجالات,domains,المجالات
368,A5LL8EKITZLQ0,ضرب نقطي,dot product,الضرب النقطي
368,A5LL8EKITZLQ0,الاهتمام بالمنتج النقطي,dot-product attention,انتباه الضرب النقطي
368,A5LL8EKITZLQ0,خفض العينات,down-sampling,التحجيم النزولي
369,A155OW7UP21THF,طبقة التخفيض في العينة,down-sampling layer,طبقة تقليص العينات
369,A155OW7UP21THF,كتلة الاختزال,downsampling block,كتلة تقليص العينات
369,A155OW7UP21THF,معامل تصغير العينات,downsampling factor,عامل تقليص العينات
369,A155OW7UP21THF,طبقة تصغير العينات,downsampling layer,طبقة تقليص العينات
369,A155OW7UP21THF,البيانات المنخفضة,downstream,الوظائف اللاحقة
369,A1WPT6LLCRWMDY,طبقة التخفيض في العينة,down-sampling layer,طبقة خفض العينات
369,A1WPT6LLCRWMDY,كتلة الاختزال,downsampling block,كتلة خفض العينات
369,A1WPT6LLCRWMDY,معامل تصغير العينات,downsampling factor,عامل خفض العينات
369,A1WPT6LLCRWMDY,طبقة تصغير العينات,downsampling layer,طبقة خفض العينات
369,A1WPT6LLCRWMDY,البيانات المنخفضة,downstream,المهام اللاحقة
369,A1YA58RRBN7NI4,طبقة التخفيض في العينة,down-sampling layer,طبقة تقليص الحجم
369,A1YA58RRBN7NI4,كتلة الاختزال,downsampling block,طبقة تقليص الحجم
369,A1YA58RRBN7NI4,معامل تصغير العينات,downsampling factor,طبقة تقليص الحجم
369,A1YA58RRBN7NI4,طبقة تصغير العينات,downsampling layer,طبقة تقليص الحجم
369,A1YA58RRBN7NI4,البيانات المنخفضة,downstream,تدفق البيانات
369,A2OTFVI83FT0QL,طبقة التخفيض في العينة,down-sampling layer,طبقة تصغير الحجم
369,A2OTFVI83FT0QL,كتلة الاختزال,downsampling block,كتلة تصغير الحجم
369,A2OTFVI83FT0QL,معامل تصغير العينات,downsampling factor,عامل التصغير
369,A2OTFVI83FT0QL,طبقة تصغير العينات,downsampling layer,طبقة تصغير الحجم
369,A2OTFVI83FT0QL,البيانات المنخفضة,downstream,تطبيقات لاحقة
369,A33S3NQJEHPOMN,طبقة التخفيض في العينة,down-sampling layer,طبقة تقليل الحجم
369,A33S3NQJEHPOMN,كتلة الاختزال,downsampling block,كتلة تقليل الحجم
369,A33S3NQJEHPOMN,معامل تصغير العينات,downsampling factor,عامل تقليل الحجم
369,A33S3NQJEHPOMN,طبقة تصغير العينات,downsampling layer,طبقة تقليل الحجم
369,A33S3NQJEHPOMN,البيانات المنخفضة,downstream,لاحقاً
369,A3A6RGC6U41CM5,طبقة التخفيض في العينة,down-sampling layer,طبقة تقليل العينات
369,A3A6RGC6U41CM5,كتلة الاختزال,downsampling block,كتلة تقليل العينات
369,A3A6RGC6U41CM5,معامل تصغير العينات,downsampling factor,عامل تقليل العينات
369,A3A6RGC6U41CM5,طبقة تصغير العينات,downsampling layer,طبقة تقليل العينات
369,A3A6RGC6U41CM5,البيانات المنخفضة,downstream,لاحق
369,A3HDXVNO786Z0L,طبقة التخفيض في العينة,down-sampling layer,طبقة تقليل الدقة
369,A3HDXVNO786Z0L,كتلة الاختزال,downsampling block,كتلة تقليل الدقة
369,A3HDXVNO786Z0L,معامل تصغير العينات,downsampling factor,عامل تقليل الدقة
369,A3HDXVNO786Z0L,طبقة تصغير العينات,downsampling layer,طبقة تقليل الدقة
369,A3HDXVNO786Z0L,البيانات المنخفضة,downstream,تطبيقات تالية
369,A5LL8EKITZLQ0,طبقة التخفيض في العينة,down-sampling layer,طبقة التقليل
369,A5LL8EKITZLQ0,كتلة الاختزال,downsampling block,كتلة التقليل
369,A5LL8EKITZLQ0,معامل تصغير العينات,downsampling factor,عامل التقليل
369,A5LL8EKITZLQ0,طبقة تصغير العينات,downsampling layer,طبقة التقليل
369,A5LL8EKITZLQ0,البيانات المنخفضة,downstream,تطبيقات لاحقة
369,AMDP4QV7L82Q,طبقة التخفيض في العينة,down-sampling layer,طبقة تقليل العينة
369,AMDP4QV7L82Q,كتلة الاختزال,downsampling block,كتلة تقليل العينة
369,AMDP4QV7L82Q,معامل تصغير العينات,downsampling factor,عامل تقليل العينة
369,AMDP4QV7L82Q,طبقة تصغير العينات,downsampling layer,طبقة تقليل العينة
369,AMDP4QV7L82Q,البيانات المنخفضة,downstream,أسفل مجرى العمل
370,A155OW7UP21THF,مجموعة البيانات النهائية,downstream dataset,: مجموعة بيانات أسفل مجرى
370,A155OW7UP21THF,نموذج المصب,downstream model,نموذج أسفل مجرى
370,A155OW7UP21THF,الأداء اللاحق,downstream performance,أداء أسفل مجرى
370,A155OW7UP21THF,مهمة تالية,downstream task,مهمة أسفل مجرى
370,A155OW7UP21THF,طبقة إسقاط,dropout layer,طبقة الإسقاط
370,A1WPT6LLCRWMDY,مجموعة البيانات النهائية,downstream dataset,مجموعة بيانات لاحقة
370,A1WPT6LLCRWMDY,نموذج المصب,downstream model,نموذج لاحق
370,A1WPT6LLCRWMDY,الأداء اللاحق,downstream performance,أداء لاحق
370,A1WPT6LLCRWMDY,مهمة تالية,downstream task,مهمة لاحقة
370,A1WPT6LLCRWMDY,طبقة إسقاط,dropout layer,طبقة الإسقاط
370,A1YA58RRBN7NI4,مجموعة البيانات النهائية,downstream dataset,تمثيل متجه
370,A1YA58RRBN7NI4,نموذج المصب,downstream model,تمثيل متجه
370,A1YA58RRBN7NI4,الأداء اللاحق,downstream performance,تمثيل متجه
370,A1YA58RRBN7NI4,مهمة تالية,downstream task,تمثيل متجه
370,A1YA58RRBN7NI4,طبقة إسقاط,dropout layer,تمثيل متجه
370,A2OTFVI83FT0QL,مجموعة البيانات النهائية,downstream dataset,مجموعة البيانات النهائية
370,A2OTFVI83FT0QL,نموذج المصب,downstream model,نموذج نهائي
370,A2OTFVI83FT0QL,الأداء اللاحق,downstream performance,أداء نهائي
370,A2OTFVI83FT0QL,مهمة تالية,downstream task,مهمة نهائية
370,A2OTFVI83FT0QL,طبقة إسقاط,dropout layer,طبقة الانسحاب
370,A33S3NQJEHPOMN,مجموعة البيانات النهائية,downstream dataset,مجموعة بيانات النهاية السفلية
370,A33S3NQJEHPOMN,نموذج المصب,downstream model,نموذج النهاية السفلية
370,A33S3NQJEHPOMN,الأداء اللاحق,downstream performance,أداء النهاية السفلية
370,A33S3NQJEHPOMN,مهمة تالية,downstream task,مهمة النهاية السفلية
370,A33S3NQJEHPOMN,طبقة إسقاط,dropout layer,طبقة الإسقاط
370,A36CA3E5LT6I1P,مجموعة البيانات النهائية,downstream dataset,مجموعة بيانات مخصصة للتطبيقات النهائية
370,A36CA3E5LT6I1P,نموذج المصب,downstream model,النموذج المستخدم في التطبيقات النهائية
370,A36CA3E5LT6I1P,الأداء اللاحق,downstream performance,أداء التطبيقات النهائية
370,A36CA3E5LT6I1P,مهمة تالية,downstream task,مهمة مخصصة للتطبيقات النهائية
370,A36CA3E5LT6I1P,طبقة إسقاط,dropout layer,طبقة الإسقاط
370,A3A6RGC6U41CM5,مجموعة البيانات النهائية,downstream dataset,مجموعة البيانات اللاحقة
370,A3A6RGC6U41CM5,نموذج المصب,downstream model,النموذج اللاحق
370,A3A6RGC6U41CM5,الأداء اللاحق,downstream performance,الأداء اللاحق
370,A3A6RGC6U41CM5,مهمة تالية,downstream task,المهمة اللاحقة
370,A3A6RGC6U41CM5,طبقة إسقاط,dropout layer,طبقة الإسقاط
370,A3HDXVNO786Z0L,مجموعة البيانات النهائية,downstream dataset,مجموعة بيانات سفلية
370,A3HDXVNO786Z0L,نموذج المصب,downstream model,نموذج سفلي
370,A3HDXVNO786Z0L,الأداء اللاحق,downstream performance,أداء سفلي
370,A3HDXVNO786Z0L,مهمة تالية,downstream task,مهمة سفلى
370,A3HDXVNO786Z0L,طبقة إسقاط,dropout layer,طبقة إسقاط
370,A5LL8EKITZLQ0,مجموعة البيانات النهائية,downstream dataset,مجموعة بيانات تابعة
370,A5LL8EKITZLQ0,نموذج المصب,downstream model,النموذج التابع
370,A5LL8EKITZLQ0,الأداء اللاحق,downstream performance,أداء تابع
370,A5LL8EKITZLQ0,مهمة تالية,downstream task,مهمة تابعة
370,A5LL8EKITZLQ0,طبقة إسقاط,dropout layer,طبقة الإسقاط
371,A155OW7UP21THF,احتمالية الإسقاط,dropout probability,احتمالية الإقصاء
371,A155OW7UP21THF,معدل التسرب,dropout rate,معدل الإقصاء
371,A155OW7UP21THF,نسبة الإسقاط,dropout ratio,نسبة الإقصاء
371,A155OW7UP21THF,التجزئة المزدوجة,dual decomposition,التحليل الثنائي
371,A155OW7UP21THF,نموذج المشفر المزدوج,dual encoder model,نموذج الترميز الثنائي
371,A1KRZO8X16T93E,احتمالية الإسقاط,dropout probability,احتمالية الانسحاب
371,A1KRZO8X16T93E,معدل التسرب,dropout rate,معدل الانسحاب
371,A1KRZO8X16T93E,نسبة الإسقاط,dropout ratio,نسبة الانسحاب
371,A1KRZO8X16T93E,التجزئة المزدوجة,dual decomposition,التفكيك الثنائي
371,A1KRZO8X16T93E,نموذج المشفر المزدوج,dual encoder model,نموذج المشفر الثنائي
371,A1WPT6LLCRWMDY,احتمالية الإسقاط,dropout probability,احتمالية التسرب
371,A1WPT6LLCRWMDY,معدل التسرب,dropout rate,معدل التسرب
371,A1WPT6LLCRWMDY,نسبة الإسقاط,dropout ratio,نسبة التسرب
371,A1WPT6LLCRWMDY,التجزئة المزدوجة,dual decomposition,تحليل تفكيك ثنائي
371,A1WPT6LLCRWMDY,نموذج المشفر المزدوج,dual encoder model,نموذج التشفير الثنائي
371,A1YA58RRBN7NI4,احتمالية الإسقاط,dropout probability,احتمال التسرب
371,A1YA58RRBN7NI4,معدل التسرب,dropout rate,احتمال التسرب
371,A1YA58RRBN7NI4,نسبة الإسقاط,dropout ratio,احتمال التسرب
371,A1YA58RRBN7NI4,التجزئة المزدوجة,dual decomposition,احتمال التسرب
371,A1YA58RRBN7NI4,نموذج المشفر المزدوج,dual encoder model,احتمال التسرب
371,A2OTFVI83FT0QL,احتمالية الإسقاط,dropout probability,احتمالية الإسقاط
371,A2OTFVI83FT0QL,معدل التسرب,dropout rate,معدل الإسقاط
371,A2OTFVI83FT0QL,نسبة الإسقاط,dropout ratio,نسبة الإسقاط
371,A2OTFVI83FT0QL,التجزئة المزدوجة,dual decomposition,التحليل الثنائي
371,A2OTFVI83FT0QL,نموذج المشفر المزدوج,dual encoder model,نموذج الترميز الثنائي
371,A33S3NQJEHPOMN,احتمالية الإسقاط,dropout probability,احتمال الإسقاط
371,A33S3NQJEHPOMN,معدل التسرب,dropout rate,معدل الإسقاط
371,A33S3NQJEHPOMN,نسبة الإسقاط,dropout ratio,نسبة الإسقاط
371,A33S3NQJEHPOMN,التجزئة المزدوجة,dual decomposition,التحلل المزدوج
371,A33S3NQJEHPOMN,نموذج المشفر المزدوج,dual encoder model,نموذج المشفر المزدوج
371,A3A6RGC6U41CM5,احتمالية الإسقاط,dropout probability,احتمالية الإسقاط
371,A3A6RGC6U41CM5,معدل التسرب,dropout rate,معدل الإسقاط
371,A3A6RGC6U41CM5,نسبة الإسقاط,dropout ratio,نسبة الإسقاط
371,A3A6RGC6U41CM5,التجزئة المزدوجة,dual decomposition,التحليل الثنائي
371,A3A6RGC6U41CM5,نموذج المشفر المزدوج,dual encoder model,نموذج الترميز الثنائي
371,A3HDXVNO786Z0L,احتمالية الإسقاط,dropout probability,احتمالية التسرب
371,A3HDXVNO786Z0L,معدل التسرب,dropout rate,معدل التسرب
371,A3HDXVNO786Z0L,نسبة الإسقاط,dropout ratio,نسبة التسرب
371,A3HDXVNO786Z0L,التجزئة المزدوجة,dual decomposition,التحلل المزدوج
371,A3HDXVNO786Z0L,نموذج المشفر المزدوج,dual encoder model,نموذج التشفير المزدوج
371,A5LL8EKITZLQ0,احتمالية الإسقاط,dropout probability,احتمالية الإلغاء
