,word,prediction_ratio,1)validated_translation_by_gpt4o,2)word>=0.5,reason,back_translations
76,local image feature,"[{'word': ""caractéristique d'image locale"", 'ratio': 0.9}, {'word': ""caractéristique locale d'image"", 'ratio': 0.1}]",caractéristique locale d'image,caractéristique d'image locale,"```
1. Candidate: caractéristique locale d'image
2. Explanation: The term ""caractéristique locale d'image"" is the best fit for translating ""local image feature"" in the context of AI and computer vision. In this domain, ""feature"" often refers to specific attributes or points of interest within an image that are used for tasks like image matching, recognition, or reconstruction. The word ""caractéristique"" accurately captures this meaning, as it is commonly used in French to denote attributes or properties in technical contexts. The structure ""locale d'image"" maintains the correct emphasis on the locality of the feature within the image, aligning well with the original English term. Additionally, the back translation ""local image characteristic"" retains the intended meaning, ensuring semantic accuracy and contextual fit.
```","['local image characteristic', 'local image characteristic', 'local image functionality']"
77,log-likelihood ratio,"[{'word': 'rapport de log-vraisemblance', 'ratio': 0.8}, {'word': 'méta-classificateur', 'ratio': 0.1}, {'word': 'rapport de vraisemblance logarithmique', 'ratio': 0.1}]",rapport de vraisemblance logarithmique,rapport de log-vraisemblance,"```
1. Candidate: rapport de vraisemblance logarithmique
2. Explanation: The term ""rapport de vraisemblance logarithmique"" is the best fit for translating ""log-likelihood ratio"" in the context of AI and statistical analysis. This candidate accurately captures the mathematical and statistical nature of the term, as ""vraisemblance"" directly translates to ""likelihood,"" and ""logarithmique"" corresponds to ""logarithmic,"" which is essential in maintaining the semantic integrity of the original term. The back translation to ""log likelihood ratio"" confirms its accuracy and contextual fit, ensuring that the term is understood correctly in both languages within the AI domain.
```","['log likelihood ratio', 'log-likelihood ratio', 'meta-classifier']"
78,log-sum-exp,"[{'word': 'log-sum-exp', 'ratio': 0.5}, {'word': 'log-somme-exp', 'ratio': 0.5}]",log-somme-exp,log-sum-exp,"```
1. Candidate: log-somme-exp
2. Explanation: The term ""log-sum-exp"" is a mathematical operation commonly used in AI and machine learning, particularly in contexts involving numerical stability and softmax functions. The candidate ""log-somme-exp"" is a direct translation that maintains the mathematical structure and meaning of the original term. The back translation to ""log-sum-exp"" indicates that the semantic meaning is preserved, making it contextually accurate for the AI domain. This translation respects the mathematical terminology and ensures clarity for French-speaking practitioners in the field.
```","['log-sum-exp', 'log-sum-exp']"
79,low-rank matrix approximation,"[{'word': 'approximation de matrice de faible rang', 'ratio': 0.6}, {'word': 'approximation de matrice de rang faible', 'ratio': 0.4}]",approximation de matrice de rang faible,approximation de matrice de faible rang,"```
1. Candidate: approximation de matrice de rang faible
2. Explanation: The candidate ""approximation de matrice de rang faible"" is the best fit for translating ""low-rank matrix approximation"" in the context of AI and mathematics. This translation accurately captures the concept of ""low-rank"" as ""rang faible,"" which is commonly used in mathematical and AI literature to describe matrices with a small number of significant singular values. The term ""rang faible"" is precise and widely understood in the context of linear algebra and matrix computations, making it semantically accurate. Additionally, the back translation ""low rank matrix approximation"" closely matches the original English term, ensuring contextual fit and clarity in the AI domain.
```","['low-rank matrix approximation', 'low rank matrix approximation', 'low-rank matrix approximation']"
80,manifold structure,"[{'word': 'structure de variété', 'ratio': 0.9}, {'word': 'structure de variétés', 'ratio': 0.1}]",structure de variétés,structure de variété,"```
1. Candidate: structure de variétés
2. Explanation: In the context of AI and machine learning, ""manifold"" often refers to a mathematical concept used to describe a space that locally resembles Euclidean space. The term ""structure de variétés"" accurately captures this meaning, as ""variétés"" is the French term for ""manifolds"" in mathematical contexts. This translation maintains the semantic accuracy needed for discussions about manifold learning and related algorithms, such as the high-order contractive auto-encoders mentioned in the context. The back translation ""structure of varieties"" aligns well with the original English term, ensuring contextual fit and domain-specific usage.
```","['structure of varieties', 'variety structure', 'multiple structure']"
81,matching algorithm,"[{'word': ""algorithme d'appariement"", 'ratio': 0.7}, {'word': 'algorithme de correspondance', 'ratio': 0.3}]",algorithme de correspondance,algorithme d'appariement,"```
1. Candidate: algorithme de correspondance
2. Explanation: ""Algorithme de correspondance"" is the best fit because it accurately conveys the concept of matching in the context of AI, where the algorithm is used to find correspondences or matches between data points or structures. This term is commonly used in the AI domain to describe algorithms that align or map data, which aligns well with the context of encapsulating tasks and label structures. The back translation also confirms its semantic accuracy, maintaining the original meaning without introducing ambiguity.
```","['matching algorithm', 'matching algorithm']"
82,matrix approximation,"[{'word': 'approximation de matrice', 'ratio': 0.7}, {'word': 'approximation matricielle', 'ratio': 0.3}]",approximation matricielle,approximation de matrice,"```
1. Candidate: ""approximation matricielle""
2. Explanation: ""Approximation matricielle"" is the best fit because it accurately captures the concept of ""matrix approximation"" in the context of AI and mathematics. The term ""matricielle"" is an adjective derived from ""matrice"" (matrix) and is commonly used in French to describe operations or properties related to matrices, aligning well with the domain-specific usage. The back translation to ""matrix approximation"" confirms its semantic accuracy and contextual fit, making it a precise translation for technical discussions in AI.
```","['matrix approximation', 'matrix approximation']"
83,misinformation detection,"[{'word': 'détection de désinformation', 'ratio': 0.6}, {'word': 'détection de la désinformation', 'ratio': 0.4}]",détection de la désinformation,détection de désinformation,"```
1. Candidate: détection de la désinformation
2. Explanation: The candidate ""détection de la désinformation"" is the best fit because it accurately captures the concept of ""misinformation detection"" in the context of AI and language models. The use of the definite article ""la"" in ""la désinformation"" is more common in French when referring to a specific type of information, aligning with the English usage of ""misinformation"" as a specific category of false or misleading information. This translation maintains semantic accuracy and is consistent with domain-specific usage in AI, where precise terminology is crucial for understanding and addressing issues related to misinformation.
```","['misinformation detection', 'misinformation detection']"
84,mixed-integer program,"[{'word': 'programme mixte en nombres entiers', 'ratio': 0.5}, {'word': 'programme en nombres entiers mixtes', 'ratio': 0.3}, {'word': 'programme mixte-integer', 'ratio': 0.2}]",programme en nombres entiers mixtes,programme mixte en nombres entiers,"```
1. Candidate: ""programme en nombres entiers mixtes""
2. Explanation: This candidate is the best fit because it accurately reflects the structure and meaning of ""mixed-integer program"" in the context of mathematical optimization and AI. The term ""nombres entiers mixtes"" correctly conveys the idea of a program involving both integer and continuous variables, which is crucial in the context of optimization problems. The back translation to ""mixed integer program"" confirms its semantic accuracy and contextual fit within the AI domain.
```","['mixed integer program', 'mixed integer program', 'mixed integer program', 'mixed-integer program']"
85,model development,"[{'word': 'développement de modèle', 'ratio': 0.8}, {'word': 'développement du modèle', 'ratio': 0.2}]",développement de modèles,développement de modèle,"```
1. Candidate: développement de modèles
2. Explanation: ""Développement de modèles"" is the best translation candidate because it accurately captures the plural form implied in the context of AI, where multiple models are often developed and iterated upon. The context provided discusses feeding models with examples and implementing reasoning, which suggests a broader scope involving multiple models rather than a singular one. This aligns with the AI domain-specific usage where ""model development"" typically refers to the iterative and collective process of developing various models to improve performance and address different challenges.
```","['model development', 'model development', 'model development']"
86,model distribution,"[{'word': 'distribution de modèle', 'ratio': 0.7}, {'word': 'distribution du modèle', 'ratio': 0.3}]",distribution du modèle,distribution de modèle,"```
1. Candidate: distribution du modèle
2. Explanation: ""Distribution du modèle"" is the best translation candidate because it accurately conveys the possessive relationship implied in the English term ""model distribution,"" where the distribution is specifically associated with a particular model. In the context of AI, this term often refers to the probability distribution that a model assigns to different outcomes or sequences. The use of ""du"" (of the) in French captures this relationship more precisely than ""de,"" which can imply a more general or non-specific association. This translation maintains semantic accuracy and aligns well with domain-specific usage in AI, where the model's distribution is a key concept in evaluating and generating outputs.
```","['model distribution', 'model distribution']"
87,model performance,"[{'word': 'performance du modèle', 'ratio': 1.0}]",performances du modèle,performance du modèle,"```
1. Candidate: ""performances du modèle""
2. Explanation: In the context of AI, ""performances du modèle"" is the best fit because it accurately captures the plural nature of ""model performance"" as it pertains to various metrics and aspects of performance evaluation in machine learning models. The term ""performances"" suggests a comprehensive assessment across different dimensions, which aligns with the AI domain's focus on evaluating models under various conditions, such as robustness to data perturbations. The back translation to ""model performance"" maintains semantic accuracy, ensuring consistency in meaning between the English and French versions.
```","['model performance', 'model performance']"
88,model-based approach,"[{'word': 'approche basée sur le modèle', 'ratio': 0.9}, {'word': 'approche basee sur un modele', 'ratio': 0.1}]",approche basée sur un modèle,approche basée sur le modèle,"```
1. Candidate: ""approche basée sur un modèle""
2. Explanation: The candidate ""approche basée sur un modèle"" is the best fit because it accurately captures the essence of the English term ""model-based approach"" in the context of AI. The phrase ""basée sur un modèle"" directly translates to ""based on a model,"" which aligns well with the AI domain where models are central to the methodology. This translation maintains semantic accuracy and is consistent with the back translation, ensuring that the meaning is preserved. Additionally, the use of ""un modèle"" (a model) is more precise and commonly used in French technical literature, making it contextually appropriate for AI-related discussions.
```","['model-based approach', 'model-based approach', 'model-based approach']"
89,multi-class classification,"[{'word': 'classification multi-classe', 'ratio': 0.9}, {'word': 'classification multi-classes', 'ratio': 0.1}]",classification multiclasse,classification multi-classe,"```
1. Candidate: classification multiclasse
2. Explanation: The term ""classification multiclasse"" is the best fit for translating ""multi-class classification"" in the context of AI. This choice is semantically accurate and aligns well with domain-specific usage in French. The term ""multiclasse"" is commonly used in French AI literature to describe classification tasks involving more than two classes, maintaining the technical nuance of the original English term. Additionally, the back translation ""multiclass classification"" closely matches the original term, ensuring contextual fit and clarity in both languages.
```","['multi-class classification', 'multi-class classification', 'multiclass classification']"
90,multi-modal input,"[{'word': 'entrée multi-modale', 'ratio': 0.7}, {'word': 'entrée multimodale', 'ratio': 0.3}]",entrée multimodale,entrée multi-modale,"```
1. Candidate: ""entrée multimodale""
2. Explanation: The term ""entrée multimodale"" is the best fit because it accurately captures the concept of ""multi-modal input"" in the context of AI, where ""multimodal"" refers to the integration and processing of multiple types of data or signals (e.g., visual, audio, text) within a single model. The lack of a hyphen in ""multimodale"" aligns with standard French usage for compound adjectives, ensuring semantic accuracy and naturalness in the translation. Additionally, the back translation to ""multimodal input"" confirms that the meaning is preserved, making it suitable for domain-specific usage in AI.
```","['multimodal input', 'multi-modal input']"
91,multi-modal learning,"[{'word': 'apprentissage multi-modal', 'ratio': 0.7}, {'word': 'apprentissage multimodal', 'ratio': 0.3}]",apprentissage multimodal,apprentissage multi-modal,"```
1. Candidate: apprentissage multimodal
2. Explanation: ""Apprentissage multimodal"" is the best fit because it is the standard term used in the AI domain to refer to learning that involves multiple modes or types of data, such as text, images, and audio. The term ""multimodal"" is widely recognized and used in both English and French AI literature, ensuring semantic accuracy and consistency. The back translation to ""multimodal learning"" confirms its contextual fit and accuracy in conveying the intended meaning within the AI field.
```","['multi-modal learning', 'multimodal learning']"
92,multi-view,"[{'word': 'multi-vue', 'ratio': 0.7}, {'word': 'multivue', 'ratio': 0.1}, {'word': 'multi-vues', 'ratio': 0.1}, {'word': 'Multi-vues', 'ratio': 0.1}]",multi-vues,multi-vue,"```
1. Candidate: ""multi-vues""
2. Explanation: The term ""multi-vues"" is the best translation candidate because it accurately captures the concept of ""multi-view"" in the context of AI and machine learning, where multiple perspectives or data views are considered. The plural form ""vues"" aligns with the idea of multiple views, which is essential in the context of multi-view learning where data from different sources or perspectives are integrated. The back translation to ""multi-view"" confirms its semantic accuracy and contextual fit, making it the most appropriate choice for domain-specific usage.
```","['multi-view', 'Multi-view', 'multi-view', 'multiview']"
93,multiclass model,"[{'word': 'modèle multiclasses', 'ratio': 0.7}, {'word': 'modèle multiclasse', 'ratio': 0.2}, {'word': 'modèle multiclass', 'ratio': 0.1}]",modèle multiclasse,modèle multiclasses,"```
1. Candidate: modèle multiclasse
2. Explanation: ""Modèle multiclasse"" is the best translation candidate because it accurately reflects the concept of a model that handles multiple classes in a classification task, which is a common term in AI and machine learning. The singular form ""multiclasse"" aligns with the English term ""multiclass,"" which typically refers to a single model capable of classifying multiple categories. This translation maintains semantic accuracy and is contextually appropriate for the AI domain, ensuring clarity and precision in technical communication.
```","['multiclass model', 'multiclass model', 'multiclass model']"
94,nearest-neighbor algorithm,"[{'word': 'algorithme des plus proches voisins', 'ratio': 1.0}]",algorithme du plus proche voisin,algorithme des plus proches voisins,"```
1. Candidate: algorithme du plus proche voisin
2. Explanation: The term ""algorithme du plus proche voisin"" is the best fit because it accurately translates to ""nearest-neighbor algorithm"" in English, maintaining the singular form which is crucial for the specific AI context. In AI, the ""nearest-neighbor algorithm"" typically refers to a method that identifies the single closest data point, which aligns with the singular ""plus proche voisin."" The back translation confirms the semantic accuracy, ensuring that the translation retains the intended meaning within the AI domain.
```","['nearest neighbor algorithm', 'nearest neighbors algorithm']"
95,neural scene representation,"[{'word': 'représentation de scène neuronale', 'ratio': 0.6}, {'word': 'représentation neuronale de scène', 'ratio': 0.2}, {'word': 'représentation neurale de scène', 'ratio': 0.2}]",représentation neurale de scène,représentation de scène neuronale,"```
1. Candidate: ""représentation neurale de scène""

2. Explanation: The term ""représentation neurale de scène"" is the best fit for translating ""neural scene representation"" in the context of AI and computer vision. The word ""neurale"" accurately reflects the concept of neural networks, which is central to AI, while ""de scène"" maintains the focus on the scene being represented. This candidate preserves the semantic meaning and technical specificity required in the AI domain, ensuring that the translation aligns with the original English term's intent and usage. Additionally, the back translation to ""neural scene representation"" confirms its accuracy and contextual fit.
```","['neural scene representation', 'representation of the neuronal scene', 'neural scene representation', 'neural scene representation']"
96,node feature,"[{'word': 'caractéristique de nœud', 'ratio': 0.7}, {'word': 'attribut de nœud', 'ratio': 0.1}, {'word': 'attribut du nœud', 'ratio': 0.1}, {'word': 'Caractéristique du nœud', 'ratio': 0.1}]",attribut de nœud,caractéristique de nœud,"```
1. Candidate: attribut de nœud
2. Explanation: In the context of AI and graph theory, ""node feature"" refers to the attributes or properties associated with a node in a graph. The term ""attribut de nœud"" accurately captures this meaning, as ""attribut"" directly translates to ""attribute,"" which is commonly used in AI to describe data characteristics or properties. This translation maintains semantic accuracy and aligns well with the domain-specific usage, ensuring that the concept of node attributes is clearly conveyed in French. The back translation to ""node attribute"" confirms its contextual fit and accuracy.
```","['node characteristic', 'node attribute', 'node attribute', 'Node characteristic', 'node functionality']"
97,noise distribution,"[{'word': 'distribution de bruit', 'ratio': 0.6}, {'word': 'distribution du bruit', 'ratio': 0.4}]",distribution du bruit,distribution de bruit,"```
1. Candidate: distribution du bruit
2. Explanation: ""Distribution du bruit"" is the best fit because it directly translates to ""noise distribution"" and is commonly used in the AI domain to refer to the statistical distribution of noise in data. The term ""distribution"" is more appropriate than ""répartition"" in this context, as it aligns with the technical usage in probability and statistics, which are fundamental in AI and machine learning. Additionally, the back translation maintains the original meaning, ensuring semantic accuracy and contextual fit.
```","['noise distribution', 'noise distribution', 'noise distribution']"
98,non-negative matrix factorization,"[{'word': 'factorisation de matrice non négative', 'ratio': 0.5}, {'word': 'factorisation matricielle non négative', 'ratio': 0.3}, {'word': 'factorisation de matrices non négatives', 'ratio': 0.1}, {'word': 'factorisation en matrices non négatives', 'ratio': 0.1}]",factorisation matricielle non négative,factorisation de matrice non négative,"```
1. Candidate: factorisation matricielle non négative
2. Explanation: The candidate ""factorisation matricielle non négative"" is the best fit because it directly translates to ""non-negative matrix factorization,"" maintaining both the semantic and syntactic structure of the original English term. This term is widely used in the AI domain, particularly in the context of machine learning and data analysis, where the focus is on the factorization of matrices with non-negative constraints. The back translation confirms its accuracy, and it aligns well with the technical usage in AI literature, ensuring clarity and precision in communication.
```","['non-negative matrix factorization', 'factorization of non-negative matrices', 'non-negative matrix factorization', 'non-negative matrix factorization']"
99,normalizing flow,"[{'word': 'flux de normalisation', 'ratio': 0.8}, {'word': 'flot de normalisation', 'ratio': 0.1}, {'word': 'flux normalisant', 'ratio': 0.1}]",flot de normalisation,flux de normalisation,"```
1. Candidate: ""flot de normalisation""
2. Explanation: ""Flot de normalisation"" is the best translation candidate because it accurately captures the concept of ""normalizing flow"" in the context of AI and machine learning. In the AI domain, ""normalizing flow"" refers to a series of invertible transformations applied to a probability distribution to map it to another distribution, often used for tasks like density estimation and generative modeling. The term ""flot"" (flow) in French conveys the idea of a continuous transformation or process, which aligns well with the technical meaning of ""flow"" in this context. Additionally, ""normalisation"" directly corresponds to ""normalizing,"" maintaining the semantic integrity of the original term. The back translation ""normalization flow"" also closely matches the original English term, ensuring contextual fit and accuracy.
```","['normalize the flow', 'normalization flow', 'normalizing flow', 'normalization flow']"
100,novel view synthesis,"[{'word': 'synthèse de vues nouvelles', 'ratio': 0.5}, {'word': 'synthèse de nouvelles vues', 'ratio': 0.4}, {'word': 'Synthèse de vues nouvelles', 'ratio': 0.1}]",synthèse de nouvelles vues,synthèse de vues nouvelles,"```
1. Candidate: synthèse de nouvelles vues
2. Explanation: The candidate ""synthèse de nouvelles vues"" is the best fit because it accurately captures the concept of ""novel view synthesis"" in the context of AI and computer graphics. The term ""synthèse"" aligns with ""synthesis,"" which is commonly used in AI to describe the generation or creation of new data or perspectives. ""Nouvelles vues"" translates to ""new views,"" which is semantically accurate and contextually appropriate for describing the generation of new perspectives or angles in 3D scenes, as seen in applications like Neural Radiance Fields (NeRFs). The back translation ""synthesis of new views"" maintains the original meaning, ensuring contextual fit within the AI domain.
```","['synthesis of new views', 'synthesis of new views', 'Summary of new views', 'new summary of views']"
101,parameter tuning,"[{'word': 'réglage des paramètres', 'ratio': 0.7}, {'word': 'ajustement des paramètres', 'ratio': 0.3}]",ajustement des paramètres,réglage des paramètres,"```
1. Candidate: ajustement des paramètres
2. Explanation: In the context of AI and machine learning, ""parameter tuning"" refers to the process of adjusting the parameters of a model to optimize its performance. The term ""ajustement des paramètres"" accurately captures this notion of fine-tuning or adjusting parameters to achieve the best results. The back translation ""adjustment of parameters"" aligns well with the original English term, maintaining the semantic meaning and contextual fit within the AI domain. ""Réglage des paramètres,"" while also a possible translation, leans more towards the idea of setting parameters rather than the iterative process of optimization implied by ""tuning.""
```","['parameter setting', 'adjustment of parameters']"
102,parse chart,"[{'word': ""tableau d'analyse"", 'ratio': 0.5}, {'word': ""graphe d'analyse"", 'ratio': 0.2}, {'word': ""grille d'analyse"", 'ratio': 0.1}, {'word': 'tableau de syntaxe', 'ratio': 0.1}, {'word': 'tableau de parse', 'ratio': 0.1}]",tableau de syntaxe,tableau d'analyse,"```
1. Candidate: ""tableau de syntaxe""
2. Explanation: The term ""parse chart"" in the context of AI and computational linguistics refers to a data structure used in parsing algorithms to represent syntactic structures. The candidate ""tableau de syntaxe"" translates back to ""syntax table,"" which accurately captures the essence of a parse chart as it relates to syntactic analysis. This candidate maintains the domain-specific meaning, as it emphasizes the syntactic aspect of parsing, aligning well with the context provided where the parse chart is used to represent local properties of a parse, such as categories of spans. Other candidates like ""graphe d'analyse"" or ""grille d'analyse"" do not specifically convey the syntactic focus, making ""tableau de syntaxe"" the most semantically accurate choice for this context.
```","['analysis graph', 'analysis grid', 'parse array', 'analyze the graph', 'analysis table', 'syntax table']"
103,payoff function,"[{'word': 'fonction de paiement', 'ratio': 0.9}, {'word': 'fonction de gain', 'ratio': 0.1}]",fonction de gain,fonction de paiement,"```
1. Candidate: fonction de gain
2. Explanation: In the context of AI and game theory, a ""payoff function"" typically refers to a function that represents the gain or reward associated with a particular strategy or action. The term ""fonction de gain"" accurately captures this meaning, as ""gain"" aligns with the concept of rewards or benefits in a strategic setting. On the other hand, ""fonction de paiement"" translates to ""payment function,"" which implies a financial transaction or cost, and does not fit the context of AI and game theory where the focus is on optimizing strategies for maximum gain or reward. Therefore, ""fonction de gain"" is the best fit for the domain-specific usage in AI.
```","['gain function', 'payment function']"
104,phoneme segmentation,"[{'word': 'segmentation des phonèmes', 'ratio': 0.7}, {'word': 'segmentation de phonèmes', 'ratio': 0.2}, {'word': 'segmentation phonémique', 'ratio': 0.1}]",segmentation de phonèmes,segmentation des phonèmes,"```
1. Candidate: segmentation de phonèmes
2. Explanation: ""Segmentation de phonèmes"" is the best translation candidate because it directly translates to ""phoneme segmentation,"" maintaining the original term's meaning and specificity in the AI domain. This term accurately reflects the process of dividing speech into its smallest units, which is crucial in phonological studies and AI applications like speech recognition. The other candidates, ""segmentation phonémique"" and ""segmentation des phonèmes,"" either imply a broader or slightly different focus, which might not align as closely with the technical context of AI and phoneme-level analysis.
```","['phonemic segmentation', 'phoneme segmentation', 'phoneme segmentation']"
105,piecewise planar,"[{'word': 'plan par morceaux', 'ratio': 0.7}, {'word': 'planarité par morceaux', 'ratio': 0.2}, {'word': 'planaire par morceaux', 'ratio': 0.1}]",planaire par morceaux,plan par morceaux,"```
1. Candidate: ""planaire par morceaux""
2. Explanation: The term ""planaire par morceaux"" is the best fit for translating ""piecewise planar"" in the context of AI and computer vision. This translation accurately captures the concept of a surface or region that is divided into planar segments, which is crucial in 3D scene flow and image segmentation tasks. The back translation ""piecewise planar"" maintains the original meaning, ensuring semantic accuracy. The other candidates either alter the meaning or do not fully convey the technical nuance of the term within the AI domain.
```","['piecewise planarity', 'piece plan', 'piecewise planar']"
106,pixel-wise,"[{'word': 'pixel par pixel', 'ratio': 0.9}, {'word': 'Pixel par pixel', 'ratio': 0.1}]",au niveau des pixels,pixel par pixel,"```
1. Candidate: ""au niveau des pixels""
2. Explanation: The term ""pixel-wise"" in the context of AI and computer vision refers to operations or predictions made at the level of individual pixels within an image. The candidate ""au niveau des pixels"" accurately captures this meaning by emphasizing the level of granularity at which the operation is performed, which is crucial in AI tasks involving image processing. This translation maintains the semantic accuracy and contextual fit, as it conveys the idea of processing or predicting at the pixel level, aligning well with the domain-specific usage in AI.
```","['pixel by pixel', 'Pixel by pixel', 'at the pixel level']"
107,policy parameter,"[{'word': 'paramètre de politique', 'ratio': 1.0}]",paramètre de stratégie,paramètre de politique,"```
1. Candidate: paramètre de stratégie
2. Explanation: In the context of AI, particularly in reinforcement learning and decision-making systems, ""policy"" often refers to a strategy or a set of rules that an agent follows to make decisions. The term ""paramètre de stratégie"" aligns well with this understanding, as ""stratégie"" directly translates to ""strategy,"" which is more semantically accurate in the AI domain than ""politique,"" which can imply governance or policy in a broader, non-technical sense. The back translation to ""policy setting"" is also more contextually fitting, as it suggests a configuration or parameterization of a strategy, which is consistent with the usage in AI where parameters define the behavior of a policy or strategy. This makes ""paramètre de stratégie"" the best fit for accurately conveying the intended meaning in the AI context.
```","['policy setting', 'policy setting']"
108,pre-train,"[{'word': 'pré-entraînement', 'ratio': 0.8}, {'word': 'préformer', 'ratio': 0.1}, {'word': 'pré-entrainement', 'ratio': 0.1}]",pré-entrainement,pré-entraînement,"```
1. Candidate: pré-entrainement

2. Explanation: The term ""pré-entrainement"" is the best fit for translating ""pre-train"" in the context of AI and machine learning. In the AI domain, ""pre-training"" refers to the initial phase of training a model on a large dataset before fine-tuning it on a specific task. The term ""pré-entrainement"" accurately captures this meaning in French, as it directly translates to ""pre-training"" in English, maintaining the semantic accuracy. The back translation ""pre-workout"" might seem misleading in a general context, but within the AI domain, ""pré-entrainement"" is widely understood to mean the initial training phase of a model. The other candidates, such as ""préformer,"" do not convey the same specific meaning related to training models in AI, and ""pré-entraînement"" is simply a variant spelling of ""pré-entrainement"" with the same meaning. Therefore, ""pré-entrainement"" is the most contextually appropriate choice for AI terminology. 
```","['preform', 'pre-workout', 'pre-workout']"
109,query context,"[{'word': 'contexte de la requête', 'ratio': 0.7}, {'word': 'contexte de requête', 'ratio': 0.3}]",contexte de requête,contexte de la requête,"```
1. Candidate: ""contexte de requête""
2. Explanation: ""Contexte de requête"" is the best fit because it aligns more closely with the AI domain-specific usage by omitting the definite article ""la,"" which is often unnecessary in technical contexts. This makes it more concise and aligns with the English term's usage in technical documentation, where brevity and precision are crucial. Additionally, the back translation to ""query context"" maintains the intended meaning without introducing any ambiguity, ensuring semantic accuracy and contextual fit.
```","['query context', 'query context']"
110,range query,"[{'word': 'requête de plage', 'ratio': 0.6}, {'word': 'requête par plage', 'ratio': 0.3}, {'word': 'requête par intervalle', 'ratio': 0.1}]",requête par intervalle,requête de plage,"```
1. Candidate: requête par intervalle
2. Explanation: ""Requête par intervalle"" is the best fit for translating ""range query"" in the context of AI and database systems. In the domain of computer science and AI, ""interval"" is often used to describe a continuous sequence of values, which aligns well with the concept of a range query that involves searching for data within a specific numeric range. The back translation ""interval query"" maintains the semantic meaning and is contextually appropriate for applications involving numeric values, such as querying locations within a particular region. This makes it a more precise and contextually accurate choice compared to the other candidates.
```","['query by range', 'range query', 'interval query']"
111,roll-out policy,"[{'word': 'politique de déploiement', 'ratio': 0.5}, {'word': 'politique de déroulement', 'ratio': 0.4}, {'word': 'politique de simulation', 'ratio': 0.1}]",politique de simulation,politique de déploiement,"```
1. Candidate: ""politique de simulation""
2. Explanation: In the context of AI, particularly in reinforcement learning and Monte Carlo methods, a ""roll-out policy"" refers to a strategy used to simulate or sample possible future states or actions. The term ""politique de simulation"" accurately captures this meaning, as it directly relates to the process of simulating outcomes based on a given policy. The back translation ""simulation policy"" aligns well with the original English term, maintaining the semantic integrity and contextual relevance within the AI domain.
```","['implementation policy', 'simulation policy', 'deployment policy']"
112,rollout,"[{'word': 'déploiement', 'ratio': 0.5}, {'word': 'déroulement', 'ratio': 0.4}, {'word': 'simulation', 'ratio': 0.1}]",déroulement,déploiement,"```
1. Candidate: ""déroulement""
2. Explanation: In the context of AI, particularly in reinforcement learning, ""rollout"" refers to the sequence of states, actions, and rewards generated by an agent interacting with an environment. The term ""déroulement"" captures this notion of a sequence or unfolding of events, which aligns well with the concept of a ""rollout"" in AI. While ""déploiement"" (deployment) might seem relevant, it typically refers to the implementation or release of a system, not the iterative process described here. ""Simulation"" is too broad and doesn't specifically capture the sequential nature of a rollout. ""Dérouler"" as a verb doesn't fit the noun usage in the context. Therefore, ""déroulement"" is the best fit for accurately conveying the intended meaning in the AI domain.
```","['deployment', 'simulation', 'unfold', 'unfolding']"
113,scaled dot-product,"[{'word': ""produit scalaire mis à l'échelle"", 'ratio': 0.8}, {'word': 'produit scalaire normalisé', 'ratio': 0.1}, {'word': 'produit scalaire mis à l’échelle', 'ratio': 0.1}]",produit scalaire mis à l’échelle,produit scalaire mis à l'échelle,"```
1. Candidate: ""produit scalaire mis à l’échelle""

2. Explanation: The term ""scaled dot-product"" in the context of AI, particularly in self-attention mechanisms as described in the Transformer model by Vaswani et al., refers to a mathematical operation where the dot product of two vectors is divided by a scaling factor (usually the square root of the dimension of the key vectors). The candidate ""produit scalaire mis à l’échelle"" accurately captures this concept by directly translating ""scaled"" as ""mis à l’échelle,"" which conveys the idea of adjusting the magnitude of the dot product. The back translation ""scaled dot product"" confirms the semantic accuracy and contextual fit, making it the best choice for domain-specific usage in AI.
```","['scaled dot product', 'normalized dot product', 'scaled dot product']"
114,scheduler,"[{'word': 'planificateur', 'ratio': 0.9}, {'word': 'ordonnanceur', 'ratio': 0.1}]",ordonnanceur,planificateur,"```
1. Candidate: ""ordonnanceur""
2. Explanation: In the context of AI and machine learning, particularly when discussing training processes, ""scheduler"" refers to a component that manages the learning rate schedule. The term ""ordonnanceur"" is more appropriate in this context as it directly translates to ""scheduler"" in English, maintaining the technical meaning related to managing and scheduling tasks or processes. ""Planificateur,"" on the other hand, translates to ""planner,"" which implies a broader and less specific role, not accurately capturing the technical nuance of a learning rate scheduler in AI training contexts.
```","['planner', 'scheduler']"
115,semantic parser,"[{'word': 'analyseur sémantique', 'ratio': 0.9}, {'word': 'parser sémantique', 'ratio': 0.1}]",parser sémantique,analyseur sémantique,"```
1. Candidate: parser sémantique
2. Explanation: The term ""parser sémantique"" is the best fit for translating ""semantic parser"" in the context of AI and computational linguistics. In the AI domain, a ""semantic parser"" specifically refers to a system or tool that interprets and converts natural language into a formal representation, such as logical forms. The term ""parser"" is widely used in computer science to denote a component that processes and interprets input data, aligning closely with the function of a semantic parser. The back translation of ""parser sémantique"" to ""semantic parser"" maintains the original meaning, ensuring semantic accuracy and contextual fit. On the other hand, ""analyseur sémantique"" translates back to ""semantic analyzer,"" which could imply a broader range of functions beyond parsing, potentially leading to ambiguity in the specific context of AI semantic parsing.
```","['semantic parser', 'semantic analyzer']"
