,word,prediction_ratio,1)validated_translation_by_gpt4o,2)word>=0.5,reason,back_translations
81,kernel bandwidth,"[{'word': '核带宽', 'ratio': 1.0}]",内核带宽,核带宽,"```
1. Candidate: 内核带宽
2. Explanation: The term ""kernel bandwidth"" in the context of AI, particularly in statistical methods and machine learning, refers to a parameter that influences the smoothness of the kernel function used in algorithms like kernel density estimation or support vector machines. The translation ""内核带宽"" directly translates back to ""Kernel bandwidth,"" maintaining the technical specificity and accuracy required in the AI domain. The alternative ""核带宽"" translates back to ""core bandwidth,"" which could be misleading as it might imply a more general or different technical concept not specific to the AI context. Therefore, ""内核带宽"" is the best fit for maintaining semantic accuracy and contextual relevance in AI terminology.
```","['core bandwidth', 'Kernel bandwidth']"
82,kernel evaluation,"[{'word': '核评估', 'ratio': 0.75}, {'word': '核函数评估', 'ratio': 0.125}, {'word': '核函数计算', 'ratio': 0.125}]",核函数计算,核评估,"```
1. Candidate: 核函数计算

2. Explanation: In the context of AI and machine learning, ""kernel evaluation"" often refers to the computation of kernel functions, which are used in algorithms like SVMs (Support Vector Machines) and Pegasos. The term ""核函数计算"" directly translates to ""kernel function calculation,"" which accurately captures the process of computing the kernel function values. This is crucial in algorithms that rely on kernel methods, as they often involve evaluating the kernel function multiple times. The other candidates, such as ""内核评估"" and ""核评估,"" do not specifically convey the computational aspect of kernel functions, and ""核评估"" could be misleading as it translates to ""nuclear assessment,"" which is unrelated to the AI context. Therefore, ""核函数计算"" is the most semantically accurate and contextually appropriate translation for ""kernel evaluation"" in the AI domain. 
```","['Kernel evaluation', 'Kernel function evaluation', 'Kernel function calculation', 'nuclear assessment']"
83,keypoint match,"[{'word': '关键点匹配', 'ratio': 0.875}, {'word': '特征点匹配', 'ratio': 0.125}]",特征点匹配,关键点匹配,"```
1. Candidate: 特征点匹配
2. Explanation: In the context of AI and computer vision, ""keypoint match"" refers to the process of identifying and matching distinct points of interest (features) between different images. The term ""特征点匹配"" (Feature point matching) is more precise in this domain as it emphasizes the matching of distinctive features or points, which is a common practice in techniques like Structure from Motion (SfM). ""关键点匹配"" (Key point matching) is a more general term and might not convey the specific technical nuance of feature detection and matching in computer vision tasks.
```","['Key point matching', 'Feature point matching']"
84,language representation,"[{'word': '语言表示', 'ratio': 1.0}]",语言表征,语言表示,"```
1. Candidate: 语言表征
2. Explanation: In the context of AI, ""表征"" is often used to refer to the concept of ""representation"" in a technical sense, particularly in machine learning and cognitive science, where it implies a structured or encoded form of information. ""语言表征"" aligns well with the domain-specific usage of ""language representation"" as it conveys the idea of encoding or structuring language data for computational purposes. The back translation ""linguistic representation"" also maintains the technical nuance, making it a more semantically accurate choice in the AI context compared to ""语言表示,"" which is more general and less specific to the technical domain.
```","['language representation', 'linguistic representation']"
85,latent representation,"[{'word': '潜在表示', 'ratio': 1.0}]",潜在表征,潜在表示,"```
1. Candidate: 潜在表征
2. Explanation: The term ""latent representation"" in the context of AI and machine learning refers to a hidden or underlying representation of data, often used in models like autoencoders or variational autoencoders. The translation ""潜在表征"" accurately captures this meaning, as ""表征"" is commonly used in the AI domain to denote representations or features that are not directly observable but are inferred from the data. The back translation ""latent representation"" also aligns well with the original term, ensuring semantic accuracy and contextual fit. In contrast, ""潜在表示"" translates back to ""potential representation,"" which does not convey the same technical meaning in the AI context.
```","['potential representation', 'latent representation']"
86,least square minimization,"[{'word': '最小二乘最小化', 'ratio': 0.7777777777777778}, {'word': '最小二乘法最小化', 'ratio': 0.1111111111111111}, {'word': '最小二乘最优化', 'ratio': 0.1111111111111111}]",最小二乘法最小化,最小二乘最小化,"```
1. Candidate: 最小二乘法最小化
2. Explanation: The term ""least square minimization"" refers to a mathematical optimization technique used to find the best fit for a set of data by minimizing the sum of the squares of the differences between the observed and calculated values. In the context of AI and machine learning, this technique is often used in regression analysis and other optimization problems. The candidate ""最小二乘法最小化"" directly translates to ""least squares minimization,"" maintaining both the mathematical and contextual integrity of the original term. The inclusion of ""法"" (method) emphasizes the procedural aspect of the technique, which is crucial in the AI domain where specific methods and algorithms are often discussed. The back translation also accurately reflects the original term, ensuring semantic accuracy and contextual fit.
```","['Least squares minimization', 'Least squares optimization', 'least squares minimization']"
87,linear function approximation,"[{'word': '线性函数近似', 'ratio': 0.5}, {'word': '线性函数逼近', 'ratio': 0.5}]",线性函数逼近,线性函数近似,"```
1. Candidate: 线性函数逼近
2. Explanation: In the context of AI and machine learning, ""逼近"" (approximation) is often used to describe the process of estimating a function or value that is not directly computable, which aligns well with the concept of function approximation in algorithms like TD search. ""逼近"" conveys a sense of approaching or estimating a target function, which is more precise in the context of AI where approximation methods are used to generalize between states. This makes it a better fit than ""近似,"" which is a more general term for approximation and might not capture the technical nuance as effectively.
```","['linear function approximation', 'linear function approximation']"
88,linear probe,"[{'word': '线性探测器', 'ratio': 0.6}, {'word': '线性探针', 'ratio': 0.3}, {'word': '线性探头', 'ratio': 0.1}]",线性探针,线性探测器,"```
1. Candidate: 线性探针
2. Explanation: ""线性探针"" is the best translation candidate because it directly translates to ""linear probe,"" maintaining the original term's meaning and specificity in the AI domain. In the context of AI and machine learning, a ""probe"" often refers to a diagnostic tool or method used to analyze or interpret the behavior of models, particularly neural networks. The term ""探针"" (probe) is commonly used in technical and scientific contexts to denote a tool or instrument for testing or measurement, which aligns well with the usage of ""linear probe"" in the provided context. The other candidates, ""线性探头"" and ""线性探测器,"" suggest more of a physical or hardware connotation, which is less appropriate for the abstract, analytical nature of the term in AI applications.
```","['linear probe', 'Linear probe', 'linear detector']"
89,local optima,"[{'word': '局部最优解', 'ratio': 1.0}]",局部最优,局部最优解,"```
1. Candidate: 局部最优
2. Explanation: The term ""local optima"" in the context of AI and optimization refers to solutions that are optimal within a limited region of the solution space but not necessarily the best overall. ""局部最优"" directly translates to ""local optimum,"" which accurately captures this concept without implying a definitive solution, as ""局部最优解"" (local optimal solution) might suggest. The term ""局部最优"" is more commonly used in AI literature to describe the state of being locally optimal, aligning well with the domain-specific usage and maintaining semantic accuracy in both translation and back translation.
```","['local optimal solution', 'local optimum']"
90,log-odd score,"[{'word': '对数优势分数', 'ratio': 0.5}, {'word': '对数几率得分', 'ratio': 0.3}, {'word': '对数几率评分', 'ratio': 0.1}, {'word': '对数优势比分数', 'ratio': 0.1}]",对数几率得分,对数优势分数,"```
1. Candidate: 对数几率得分
2. Explanation: The term ""log-odd score"" in the context of AI and machine learning typically refers to the logarithm of the odds ratio, which is a common concept in statistics and logistic regression. The candidate ""对数几率得分"" directly translates to ""log odds score,"" maintaining both the mathematical and contextual integrity of the term. This translation is semantically accurate and aligns well with the domain-specific usage, as it clearly conveys the concept of a score derived from the logarithm of odds, which is crucial in understanding logistic regression models and interpretability methods like SHAP. The back translation also accurately reflects the original term, ensuring consistency and clarity in communication.
```","['Log odds score', 'Logarithmic odd fraction', 'log odds score', 'Log odds score', 'Log odds ratio score']"
91,macro-action,"[{'word': '宏观动作', 'ratio': 0.8571428571428571}, {'word': '宏动作', 'ratio': 0.14285714285714285}]",宏动作,宏观动作,"```
1. Candidate: ""宏动作""
2. Explanation: ""宏动作"" is the best translation candidate for ""macro-action"" in the context of AI and machine learning. The term ""宏动作"" effectively captures the concept of a higher-level, composite action that consists of a sequence of smaller actions, which aligns with the idea of ""macro-action"" in AI planning and reinforcement learning. The term ""动作"" (action) is more commonly used in technical contexts to refer to actions or operations, making it a better fit than ""行动,"" which can imply broader, less specific actions. Additionally, ""宏动作"" maintains semantic accuracy and is more likely to be understood correctly in the AI domain, ensuring that the concept of a composite or aggregated action is conveyed accurately in Chinese.
```","['macro action', 'macro action', 'macro action']"
92,matrix-vector multiplication,"[{'word': '矩阵-向量乘法', 'ratio': 0.625}, {'word': '矩阵向量乘法', 'ratio': 0.375}]",矩阵向量乘法,矩阵-向量乘法,"```
1. Candidate: 矩阵向量乘法
2. Explanation: The term ""矩阵向量乘法"" is the most accurate translation for ""matrix-vector multiplication"" in the context of AI and mathematics. It directly translates to ""matrix-vector multiplication"" without any additional or altered meaning, ensuring semantic accuracy. The term is widely used in Chinese academic and technical literature related to AI, maintaining consistency and clarity. The back translation also confirms its accuracy, as it returns to the original English term without deviation, indicating a strong contextual fit.
```","['matrix-vector multiplication', 'Matrix-vector multiplication']"
93,model inference,"[{'word': '模型推理', 'ratio': 0.6666666666666666}, {'word': '模型推断', 'ratio': 0.3333333333333333}]",模型推断,模型推理,"```
1. Candidate: 模型推断
2. Explanation: ""模型推断"" is the best translation for ""model inference"" in the context of AI. In the AI domain, ""inference"" typically refers to the process of using a trained model to make predictions or decisions based on new data. The term ""推断"" accurately captures this meaning, as it implies drawing conclusions or making predictions based on existing information. On the other hand, ""推理"" translates to ""reasoning,"" which suggests a more general cognitive process and is less specific to the technical process of applying a model to data. Therefore, ""模型推断"" is semantically accurate and contextually appropriate for AI-related discussions.
```","['Model inference', 'Model reasoning']"
94,monotonic,"[{'word': '单调的', 'ratio': 0.7777777777777778}, {'word': '单调性', 'ratio': 0.1111111111111111}, {'word': '单调递增', 'ratio': 0.1111111111111111}]",单调性,单调的,"```
1. Candidate: ""单调性""
2. Explanation: In the context of AI and logical reasoning, ""monotonic"" often refers to the property of a system or function where the output does not decrease as the input increases, which is more about the concept of ""monotonicity"" rather than simply being ""monotonous"" or ""monotonically increasing."" The term ""单调性"" captures this abstract property, making it the most semantically accurate and contextually appropriate translation for the AI domain.
```","['monotonous', 'monotonically increasing', 'Monotonicity']"
95,multi-armed bandit,"[{'word': '多臂赌博机', 'ratio': 0.6}, {'word': '多臂老虎机', 'ratio': 0.3}, {'word': '多臂老虎机问题', 'ratio': 0.1}]",多臂老虎机问题,多臂赌博机,"```
1. Candidate: 多臂老虎机问题
2. Explanation: The term ""多臂老虎机问题"" translates to ""multi-armed bandit problem,"" which accurately captures the essence of the original English term within the context of AI and reinforcement learning. The term ""老虎机"" (slot machine) is commonly used in Chinese to describe the concept of a bandit in this context, as it metaphorically represents the idea of pulling different levers (arms) to achieve the best outcome. The inclusion of ""问题"" (problem) aligns with the standard terminology used in academic and technical discussions about the multi-armed bandit problem, emphasizing its nature as a problem to be solved. This candidate maintains both semantic accuracy and contextual fit, making it the best choice for domain-specific usage in AI.
```","['Multi-armed bandit problem', 'multi-armed bandit', 'multi-armed bandit', 'multi-arm gambling machine']"
96,multi-class,"[{'word': '多类别', 'ratio': 0.6}, {'word': '多类', 'ratio': 0.3}, {'word': '多类别的', 'ratio': 0.1}]",多类,多类别,"```
1. Candidate: 多类
2. Explanation: The term ""多类"" is the best fit for translating ""multi-class"" in the context of AI, particularly in machine learning and image processing. ""多类"" directly translates to ""multiple classes,"" which aligns well with the technical usage in AI where ""multi-class"" refers to problems involving more than two classes or categories. This term is commonly used in the AI domain to describe algorithms or models that can handle multiple categories simultaneously, such as multi-class classification problems. The other candidates, ""多类别"" and ""多类别的,"" while similar, can imply a broader or less specific meaning, potentially leading to confusion in technical contexts where precision is crucial.
```","['Multiple categories', 'multi-category', 'Multiple categories']"
97,multi-class logistic regression,"[{'word': '多类别逻辑回归', 'ratio': 0.7}, {'word': '多类逻辑回归', 'ratio': 0.3}]",多类逻辑回归,多类别逻辑回归,"```
1. Candidate: 多类逻辑回归
2. Explanation: The term ""多类逻辑回归"" is the best fit for translating ""multi-class logistic regression"" in the context of AI and machine learning. This translation accurately captures the concept of handling multiple classes in a classification problem, which is a common task in machine learning. The back translation ""multiclass logistic regression"" closely matches the original English term, ensuring semantic accuracy and contextual fit. In contrast, ""多类别逻辑回归"" translates back to ""multi-category logistic regression,"" which, while similar, may imply a broader or slightly different categorization concept not as tightly aligned with the specific AI terminology of ""multi-class"" classification tasks.
```","['multi-category logistic regression', 'multiclass logistic regression']"
98,multiclass classifier,"[{'word': '多类分类器', 'ratio': 0.5555555555555556}, {'word': '多分类分类器', 'ratio': 0.2222222222222222}, {'word': '多类别分类器', 'ratio': 0.2222222222222222}]",多类别分类器,多类分类器,"```
1. Candidate: 多类别分类器
2. Explanation: The term ""多类别分类器"" is the best fit for ""multiclass classifier"" in the AI domain. This translation accurately captures the concept of handling multiple categories or classes, which is essential in machine learning contexts. The term ""类别"" (category) is more precise and commonly used in technical discussions about classification tasks in AI, ensuring semantic accuracy and contextual fit. Additionally, the back translation to ""multi-class classifier"" maintains the intended meaning, confirming its appropriateness for the domain-specific usage.
```","['multi-class classifier', 'multi-class classifier', 'multi-class classifier']"
99,mutex,"[{'word': '互斥锁', 'ratio': 0.9}, {'word': '互斥量', 'ratio': 0.1}]",互斥量,互斥锁,"```
1. Candidate: 互斥量
2. Explanation: The term ""mutex"" in the context of AI and computer science typically refers to a mutual exclusion object that prevents concurrent processes from entering a critical section of code simultaneously. The candidate ""互斥量"" directly translates to ""mutex"" and is widely used in technical literature to denote this concept. It accurately captures the essence of a mutex as a synchronization primitive without introducing additional connotations, such as ""lock,"" which might imply a broader or slightly different mechanism. The back translation to ""mutex"" confirms its semantic accuracy and contextual fit within the AI domain.
```","['mutex', 'mutex lock', 'mutex']"
100,normalized cut,"[{'word': '归一化切割', 'ratio': 0.6}, {'word': '归一化割', 'ratio': 0.4}]",归一化割,归一化切割,"```
1. Candidate: 归一化割
2. Explanation: The term ""归一化割"" is the best fit for translating ""normalized cut"" in the context of AI and image processing. In the AI domain, ""normalized cut"" refers to a specific graph partitioning method used in image segmentation. The term ""割"" (cut) is more precise and commonly used in mathematical and algorithmic contexts to describe the action of partitioning or dividing, which aligns well with the technical nature of the ""normalized cut"" algorithm. The back translation ""normalized cut"" confirms the semantic accuracy and contextual fit, ensuring that the term is understood correctly in both languages within the AI field.
```","['normalized cut', 'normalized cut']"
101,one-hot representation,"[{'word': '独热表示', 'ratio': 0.8}, {'word': '独热编码表示', 'ratio': 0.1}, {'word': '独热表示法', 'ratio': 0.1}]",独热编码表示,独热表示,"```
1. Candidate: 独热编码表示
2. Explanation: The term ""one-hot representation"" in the context of AI and machine learning refers to a way of representing categorical data as binary vectors. The candidate ""独热编码表示"" translates to ""one-hot encoding representation,"" which accurately captures the essence of the term in the AI domain. The inclusion of ""编码"" (encoding) is crucial as it reflects the process of converting categorical variables into a binary format, which is a common practice in machine learning for feature representation. This candidate maintains both semantic accuracy and contextual fit, as it aligns with the technical usage of the term in AI, ensuring that the concept of encoding is clearly communicated.
```","['one hot notation', 'One-hot encoding representation', 'Single hot expression']"
102,ontology-mediated query,"[{'word': '本体中介查询', 'ratio': 0.6}, {'word': '本体介导查询', 'ratio': 0.3}, {'word': '基于本体的查询', 'ratio': 0.1}]",本体介导查询,本体中介查询,"```
1. Candidate: 本体介导查询
2. Explanation: The term ""ontology-mediated query"" refers to queries that are enhanced or facilitated by an ontology, which is a formal representation of knowledge within a domain. In the context of AI and description logics, ""介导"" (mediated) accurately captures the role of the ontology in facilitating the query process. The candidate ""本体介导查询"" directly translates to ""ontology-mediated query"" without introducing additional meanings or altering the original concept, ensuring both semantic accuracy and contextual fit within the AI domain. The back translation also aligns perfectly with the original term, confirming its precision and appropriateness for domain-specific usage.
```","['ontology-mediated query', 'ontology-mediated query', 'Ontology intermediary query', 'Ontology-based queries']"
103,open set,"[{'word': '开集', 'ratio': 0.8}, {'word': '开放集', 'ratio': 0.1}, {'word': '本体中介查询', 'ratio': 0.1}]",开放集,开集,"```
1. Candidate: 开放集
2. Explanation: ""开放集"" is the best translation candidate because it directly translates to ""open set"" and is commonly used in mathematical and topological contexts in Chinese. The term ""开集"" is also correct but less commonly used in formal mathematical texts. ""本体中介查询"" is unrelated to the concept of an open set in topology and refers to ontology queries, which is not relevant in this context. Therefore, ""开放集"" maintains both semantic accuracy and contextual fit within the AI and mathematical domain.
```","['open set', 'Ontology intermediary query', 'open set']"
104,paraphrase,"[{'word': '释义', 'ratio': 0.6}, {'word': '同义改写', 'ratio': 0.2}, {'word': '同义句', 'ratio': 0.2}]",同义改写,释义,"```
1. Candidate: 同义改写
2. Explanation: The term ""paraphrase"" in the context of AI, especially in natural language processing (NLP), refers to the task of rephrasing a sentence or text while preserving its original meaning. ""同义改写"" directly translates to ""synonymous rewriting,"" which accurately captures the essence of paraphrasing as it involves rewriting with the same meaning. This candidate is more precise than ""同义句"" (synonyms), which could imply a single word or phrase rather than a sentence or text, and ""释义"" (definition), which suggests explaining or defining rather than rephrasing. Therefore, ""同义改写"" is the best fit for the AI domain-specific usage of ""paraphrase.""
```","['Synonyms', 'synonymous rewriting', 'Definition']"
105,pattern profile,"[{'word': '模式概况', 'ratio': 0.5555555555555556}, {'word': '模式轮廓', 'ratio': 0.2222222222222222}, {'word': '模式特征', 'ratio': 0.2222222222222222}]",模式特征,模式概况,"```
1. Candidate: 模式特征
2. Explanation: ""模式特征"" translates to ""pattern characteristics,"" which accurately captures the essence of ""pattern profile"" in the AI domain. The term ""profile"" in this context refers to the detailed characteristics or features of a pattern, particularly its distribution and structure, as described in the provided context. This translation aligns well with the idea of encoding the distribution of subpatterns, which is crucial for understanding the semantic depth of patterns in AI models. The other candidates, such as ""模式概况"" (schema overview) and ""模式轮廓"" (pattern outline), do not convey the same level of detail and specificity required for the term ""pattern profile"" in this context.
```","['Schema overview', 'pattern outline', 'pattern outline', 'pattern characteristics']"
106,pattern summarization,"[{'word': '模式摘要', 'ratio': 0.5555555555555556}, {'word': '模式总结', 'ratio': 0.2222222222222222}, {'word': '模式概括', 'ratio': 0.2222222222222222}]",模式总结,模式摘要,"```
1. Candidate: 模式总结
2. Explanation: ""模式总结"" is the best translation candidate for ""pattern summarization"" in the context of AI. The term ""总结"" (summary) accurately captures the essence of summarizing or condensing information, which aligns with the purpose of pattern summarization in AI—condensing complex data patterns into a more understandable form. The back translation ""Pattern summary"" closely matches the original English term, ensuring semantic accuracy and contextual fit. In contrast, ""模式概括"" (pattern generalization) suggests a broader abstraction process, which may not fully convey the specific task of summarizing patterns. ""模式摘要"" (schema summary) introduces the concept of a schema, which is not directly relevant to the context provided. Therefore, ""模式总结"" is the most precise and contextually appropriate translation in the AI domain.
```","['pattern generalization', 'Pattern summary', 'Schema summary']"
107,payoff function,"[{'word': '收益函数', 'ratio': 0.7}, {'word': '支付函数', 'ratio': 0.2}, {'word': 'payoff函数', 'ratio': 0.1}]",payoff函数,收益函数,"```
1. Candidate: payoff函数
2. Explanation: The term ""payoff function"" in the context of AI and game theory often refers to a mathematical function that represents the gain or loss associated with a particular strategy or action. The candidate ""payoff函数"" retains the original English term ""payoff,"" which is common in technical fields to maintain precision and clarity, while appending ""函数"" (function) to denote its mathematical nature. This choice avoids potential misinterpretations that could arise from translating ""payoff"" into a more general term like ""支付"" (payment) or ""收益"" (revenue), which might not accurately capture the specific meaning in the context of AI and game theory. Additionally, ""payoff函数"" is consistent with the practice of using English terms in Chinese technical literature when no precise equivalent exists, ensuring semantic accuracy and contextual fit.
```","['Payoff function', 'payoff function', 'revenue function']"
108,perceptual feature,"[{'word': '感知特征', 'ratio': 1.0}]",知觉特征,感知特征,"```
1. Candidate: 知觉特征
2. Explanation: The term ""perceptual feature"" in the context of AI refers to the elements or attributes that are perceived by a system, often related to sensory input processing. ""知觉特征"" directly translates to ""perceptual features,"" maintaining the specificity and technical accuracy needed in AI terminology. It aligns well with the domain-specific usage, as it emphasizes the features related to perception, which is crucial in AI systems that process sensory data. The back translation also accurately reflects the original term, ensuring semantic consistency.
```","['perceptual characteristics', 'perceptual features']"
109,presence penalty,"[{'word': '存在惩罚', 'ratio': 0.8888888888888888}, {'word': '出现惩罚', 'ratio': 0.1111111111111111}]",出现惩罚,存在惩罚,"```
1. Candidate: ""出现惩罚""
2. Explanation: ""出现惩罚"" is the best fit because ""出现"" (appearance) aligns more closely with the concept of ""presence"" in AI terminology, which refers to the occurrence or presence of certain tokens in the output. This term is used to adjust the likelihood of a token being present in the generated text, which is accurately captured by ""出现"" rather than ""存在"" (existence), which is more general and less specific to the context of AI-generated content.
```","['Penalty occurs', 'There is punishment']"
110,projective dependency parsing,"[{'word': '投影依赖解析', 'ratio': 0.5}, {'word': '投影依存句法分析', 'ratio': 0.3}, {'word': '投影依存解析', 'ratio': 0.2}]",投影依存句法分析,投影依赖解析,"```
1. Candidate: 投影依存句法分析
2. Explanation: The term ""projective dependency parsing"" refers to a specific type of syntactic analysis in computational linguistics, where the structure of a sentence is represented as a tree with dependencies that do not cross each other. The candidate ""投影依存句法分析"" translates back to ""Projective dependency syntax analysis,"" which accurately captures the syntactic nature of the term. The inclusion of ""句法"" (syntax) is crucial as it aligns with the domain-specific usage in AI and computational linguistics, where parsing is often associated with syntactic analysis. This makes it the most semantically accurate and contextually fitting translation among the candidates.
```","['Projection dependency analysis', 'Projective dependency syntax analysis', 'Projection dependency resolution', 'Projection dependency analysis']"
111,projective parsing,"[{'word': '投影解析', 'ratio': 0.6666666666666666}, {'word': '投影分析', 'ratio': 0.16666666666666666}, {'word': '投射解析', 'ratio': 0.16666666666666666}]",投射解析,投影解析,"```
1. Candidate: 投射解析
2. Explanation: ""投射解析"" is the best translation candidate for ""projective parsing"" because it accurately captures the concept of ""projective"" in the context of parsing within computational linguistics. In AI and natural language processing, ""projective parsing"" refers to a method where the parse tree can be drawn without crossing branches, aligning with the notion of ""projection"" in geometry. The term ""投射"" (projection) is semantically appropriate as it conveys the idea of projecting or mapping structures in a way that maintains certain properties, which is crucial in parsing algorithms. Additionally, the back translation ""Projection analysis"" closely aligns with the original term, ensuring contextual fit and semantic accuracy in the AI domain.
```","['Projection analysis', 'projection analysis', 'Projection analysis']"
112,quantal response equilibrium,"[{'word': '量子反应均衡', 'ratio': 0.8}, {'word': '量子响应均衡', 'ratio': 0.2}]",量子响应均衡,量子反应均衡,"```
1. Candidate: 量子响应均衡
2. Explanation: The term ""quantal response equilibrium"" in the context of game theory and AI refers to a model where players make decisions with some probability of error, reflecting bounded rationality. The candidate ""量子响应均衡"" accurately captures the concept of ""response"" and ""equilibrium"" in a way that aligns with the AI domain's understanding of equilibrium states. The term ""均衡"" (equalization) is more appropriate than ""平衡"" (balance) or ""反应"" (reaction) because it conveys the idea of a stable state or equilibrium in strategic decision-making, which is crucial in the context of game theory. Additionally, the back translation ""Quantum response equalization"" closely aligns with the original term, maintaining semantic accuracy and contextual fit.
```","['Quantum response balance', 'Quantum response equalization', 'Quantum reaction equilibrium']"
113,randomized algorithm,"[{'word': '随机化算法', 'ratio': 0.8571428571428571}, {'word': '随机算法', 'ratio': 0.14285714285714285}]",随机算法,随机化算法,"```
1. Candidate: 随机算法
2. Explanation: ""随机算法"" is the best translation for ""randomized algorithm"" in the context of AI and computer science. This term is widely used in Chinese technical literature to refer to algorithms that incorporate randomness as part of their logic. The back translation ""random algorithm"" accurately captures the intended meaning without introducing unnecessary complexity. In contrast, ""随机化算法"" suggests a process of randomization rather than the algorithm itself, which may not align as closely with the standard terminology used in the AI domain.
```","['randomization algorithm', 'random algorithm']"
114,reparameterization trick,"[{'word': '重新参数化技巧', 'ratio': 0.8571428571428571}, {'word': '重参数化技巧', 'ratio': 0.14285714285714285}]",重参数化技巧,重新参数化技巧,"```
1. Candidate: ""重参数化技巧""
2. Explanation: ""重参数化技巧"" is the best fit because it directly translates to ""reparameterization techniques,"" which aligns well with the AI domain-specific usage. The term ""重参数化"" is commonly used in Chinese AI literature to describe the process of reparameterization, which is a technique used to reduce variance in gradient estimations, as mentioned in the context. The back translation maintains the original meaning, ensuring semantic accuracy and contextual fit.
```","['Reparameterization techniques', 'Reparameterization techniques']"
115,reprojection error,"[{'word': '重新投影误差', 'ratio': 0.875}, {'word': '重投影误差', 'ratio': 0.125}]",重投影误差,重新投影误差,"```
1. Candidate: 重投影误差
2. Explanation: Both ""重新投影误差"" and ""重投影误差"" translate back to ""reprojection error,"" but ""重投影误差"" is more commonly used in the AI and computer vision fields. The term ""重投影误差"" directly captures the concept of projecting a 3D point back into 2D space and measuring the error, which is a standard procedure in tasks like triangulation and camera calibration. The prefix ""重"" (re-) in ""重投影误差"" accurately conveys the idea of re-projecting, aligning well with the technical context provided.
```","['reprojection error', 'reprojection error']"
116,rule body,"[{'word': '规则主体', 'ratio': 0.5714285714285714}, {'word': '规则体', 'ratio': 0.42857142857142855}]",规则体,规则主体,"```
1. Candidate: 规则体
2. Explanation: The term ""规则体"" is the best fit for translating ""rule body"" in the context of AI and programming. In the domain of logic programming and rule-based systems, ""规则体"" accurately captures the concept of the body of a rule, which consists of conditions or predicates that must be satisfied. The back translation ""Rule body"" aligns well with the original English term, ensuring semantic accuracy. On the other hand, ""规则主体"" translates to ""Rule subject,"" which implies a different meaning and does not accurately reflect the technical concept of a rule's body in AI contexts.
```","['Rule body', 'Rule subject']"
117,semidefinite program,"[{'word': '半正定程序', 'ratio': 0.5}, {'word': '半正定规划', 'ratio': 0.5}]",半正定规划,半正定程序,"```
1. Candidate: 半正定规划
2. Explanation: ""半正定规划"" is the best translation for ""semidefinite program"" in the context of AI and optimization. This term accurately captures the mathematical nature of semidefinite programming, which is a subset of convex optimization problems. The term ""规划"" (programming) is commonly used in mathematical optimization contexts in Chinese, aligning well with the English term ""program."" The back translation ""semi-definite programming"" closely matches the original term, ensuring semantic accuracy and contextual fit within the AI domain.
```","['positive semi-definite program', 'semi-definite planning', 'semi-definite programming']"
118,sentiment transfer,"[{'word': '情感转移', 'ratio': 0.5}, {'word': '情感迁移', 'ratio': 0.3333333333333333}, {'word': '情感传递', 'ratio': 0.16666666666666666}]",情感迁移,情感转移,"```
1. Candidate: 情感迁移
2. Explanation: ""情感迁移"" is the best translation candidate for ""sentiment transfer"" in the context of AI and text style transfer. The term ""迁移"" (transfer) accurately captures the concept of changing or transferring sentiment from one form to another while maintaining the original content, which aligns with the AI task of modifying text sentiment. ""迁移"" is commonly used in AI terminology, such as ""迁移学习"" (transfer learning), indicating a change or adaptation process, making it semantically accurate and contextually appropriate for the domain-specific usage.
```","['emotional transfer', 'Emotional transmission', 'emotional transfer']"
119,similarity measure,"[{'word': '相似度度量', 'ratio': 0.5}, {'word': '相似性度量', 'ratio': 0.375}, {'word': '相似度量', 'ratio': 0.125}]",相似性度量,相似度度量,"```
1. Candidate: 相似性度量
2. Explanation: ""相似性度量"" is the best translation candidate because it accurately captures the concept of ""similarity measure"" in the context of AI and data science. The term ""相似性"" (similarity) directly corresponds to the notion of similarity in mathematical and computational contexts, while ""度量"" (measure) is a standard term used in mathematics and statistics to denote a quantitative assessment. This translation maintains semantic accuracy and is widely recognized in the AI domain, ensuring that it fits well within the context of similarity measures used in algorithms and data analysis.
```","['similarity measure', 'similarity measure', 'Similarity measure']"
120,skip-gram model,"[{'word': '跳字模型', 'ratio': 0.6}, {'word': '跳跃词模型', 'ratio': 0.2}, {'word': '跳词模型', 'ratio': 0.2}]",跳词模型,跳字模型,"```
1. Candidate: 跳词模型
2. Explanation: The term ""skip-gram model"" in the context of AI and natural language processing refers to a model used to predict the context words surrounding a target word within a certain window. The candidate ""跳词模型"" directly translates to ""word skip model,"" which accurately captures the essence of the skip-gram model's function—skipping over words to predict surrounding context. This translation maintains the semantic integrity of the original term and aligns well with the AI domain-specific usage, as it focuses on the word-level operation of the model, which is crucial for understanding its application in word embeddings and language modeling.
```","['Jump word model', 'skip syntax model', 'word skip model', 'word skip model']"
