Index,English,French
3002,genetic algorithm,algorithme génétique
3003,genetic operator,opérateur génétique
3004,genetic programming,programmation génétique
3005,genetics-based machine learning,apprentissage automatique axé sur la génétique
3006,genomic data,données génomiques
3007,geodesic,géodésique
3008,geodesic distance,distance géodésique
3009,geometric consistency,cohérence géométrique
3010,geometric distribution,distribution géométrique
3011,geometric invariant,invariant géométrique
3012,geometric transformation,transformation géométrique
3013,geometry processing,traitement de la géométrie
3014,gesture recognition,reconnaissance des gestes
3015,gibb distribution,distribution de Gibbs
3016,gist descriptor,descripteur de gist
3017,global average pooling,global average pooling
3018,global average pooling layer,couche de pooling moyenne globale
3019,global coordinate frame,cadre de coordonnées global
3020,global illumination,illumination globale
3021,global minima,minima globaux
3022,global minimum,minimum global
3023,global model,modèle global
3024,global objective,objectif global
3025,global optima,optima globaux
3026,global optimization,optimisation globale
3027,global optimum,optimum global
3028,global polynomial interpolation,interpolation polynomiale globale
3029,global pooling,pooling global
3030,global reward,récompense globale
3031,global surrogate model,modèle substitut global
3032,global vectors for word representation,algorithme GloVe
3033,glowworm swarm optimization,optimisation des essaims de vers luisants
3034,goal state,état objectif
3035,gold label,étiquette de vérité de terrain
3036,gold parse,analyse syntaxique de référence
3037,goodness of fit,qualité de l'ajustement
3038,gossip algorithm,algorithme gossip
3039,gradient,gradient
3040,gradient accumulation,accumulation de gradient
3041,gradient accumulation step,étape d'accumulation de gradient
3042,gradient algorithm,algorithme de la plus forte pente
3043,gradient ascent,ascension de gradient
3044,gradient boosted tree,arbre de gradient boosting
3045,gradient boosting,amplification de gradient
3046,gradient boosting classifier,classificateur à renforcement de gradient
3047,gradient boosting trees,arbre à gradient dopé
3048,gradient clipping,bornement de gradient
3049,gradient computation,calcul du gradient
3050,gradient descent,descente de gradient
3051,gradient descent algorithm,algorithme de descente de gradient
3052,gradient estimate,estimation du gradient
3053,gradient estimation,estimation du gradient
3054,gradient estimator,estimateur de gradient
3055,gradient explosion,explosion du gradient
3056,gradient flow,flux de gradient
3057,gradient information,informations sur le gradient
3058,gradient method,méthode du gradient
3059,gradient norm,norme du gradient
3060,gradient operator,opérateur de gradient
3061,gradient penalty,pénalité de gradient
3062,gradient signal,signal de gradient
3063,gradient step,étape de gradient
3064,gradient term,terme de gradient
3065,gradient update,mise à jour de gradient
3066,gradient vanishing problem,disparition du gradient
3067,gradient variance,variance du gradient
3068,gradient vector,vecteur de gradient
3069,gradient-based approach,approche basée sur le gradient
3070,gradient-based learning,apprentissage basé sur le gradient
3071,gradient-based method,méthode basée sur le gradient
3072,gradient-based optimization,optimisation basée sur le gradient
3073,gradient-boosted decision tree,arbre de décision amplifié par le gradient
3075,grammar checker,correcteur grammatical
3076,grammar inducer,générateur de grammaire
3077,grammar induction,induction grammaticale
3079,grammatical error detection,détection d'erreurs grammaticales
3080,grammatical inference,inférence grammaticale
3081,grandparent dependency,dépendance grand-parent
3083,graph Laplacian,Laplacien du graphe
3084,graph Laplacian matrix,matrice du Laplacien du graphe
3085,graph adjacency matrix,matrice d'adjacence de graphe
3086,graph attention,attention de graphe
3087,graph attention mechanism,mécanisme d'attention sur les graphes
3088,graph attention network,réseau neuronal de graphes auto-attentif
3089,graph classification,classification de graphes
3090,graph clustering,clustering de graphes
3091,graph construction,construction de graphes
3092,graph contrastive learning,apprentissage contrastif de graphes
3093,graph convolution,convolution de graphes
3094,graph convolution network,réseau de convolution de graphes
3095,graph convolutional network,réseau de neurones à convolution sur graphes
3096,graph convolutional neural network,réseau neuronal de graphes convolutif
3097,graph cut,coupe de graphes
3098,graph cut algorithm,algorithme de coupe de graphe
3099,graph database,base de données graphes
3100,graph dataset,ensemble de données de graphe
3101,graph datum,donnée de graphe
3102,graph diameter,diamètre du graphe
3103,graph embedding,plongement de graphe
3104,graph generator,générateur de graphes
3105,graph isomorphism,isomorphisme de graphes
3106,graph kernel,noyau de graphes
3107,graph learning,apprentissage de graphes
3108,graph matching,correspondance de graphes
3109,graph mining,extraction de graphes
3110,graph model,modèle de graphe
3111,graph neural network,réseau de graphes
3112,graph neural networks,Réseaux de neurones à graphes
3113,graph node,nœud de graphe
3114,graph partitioning,partitionnement de graphe
3115,graph pattern,motif de graphe
3116,graph recurrent neural network,réseau neuronal de graphes récurrent
3117,graph representation,représentation de graphe
3118,graph retrieval augmented generation,GAIA-Graphe
3119,graph sampling,échantillonnage de graphe
3120,graph search,recherche de graphe
3121,graph structure,structure de graphe
3122,graph theory,théorie des graphes
3123,graph topology,topologie de graphe
3124,graph traversal,traversée de graphe
3125,graph-based approach,approche basée sur les graphes
3126,graph-based dependency parsing,analyse syntaxique par dépendance basée sur les graphes
3127,graph-based learning,apprentissage basé sur les graphes
3128,graph-based method,méthode basée sur les graphes
3129,graph-based model,modèle basé sur les graphes
3130,graph-based representation,représentation basée sur les graphes
3131,graph-level task,tâche au niveau du graphe
3132,graphical model,modèle graphique
3133,graphics processing unit,processeur graphique
3134,graphlet,graphlet
3135,graphlet kernel,noyau de graphlet
3137,greedy,glouton
3138,greedy algorithm,algorithme glouton
3139,greedy approach,approche gloutonne
3140,greedy decoding,décodage glouton
3141,greedy inference,inférence gloutonne
3142,greedy maximization,maximisation gloutonne
3143,greedy method,méthode gloutonne
3144,greedy optimization,optimisation gloutonne
3145,greedy policy,politique gloutonne
3146,greedy search,recherche gloutonne
3147,greedy strategy,stratégie gloutonne
3148,grid cell,cellule de grille
3149,grid computing,informatique en grille
3150,grid search,recherche en grille
3151,grid-based method,méthode basée sur les grilles
3152,grid-world,monde en grille
3153,ground atom,atome moulu
3154,ground set,ensemble de base
3155,ground truth,réalité de terrain
3156,ground truth label,étiquette de vérité de terrain
3157,ground-truth box,boîte de vérité de terrain
3158,grounded language learning,apprentissage de langage ancré
3159,grounded supervision,supervision ancrée
3161,group method of data handling,méthode de traitement de données par groupe
3162,group normalization,normalisation de groupe
3163,group sparsity,parcimonie de groupe
3164,growing self-organizing map,carte auto adaptative croissante
3165,guardrails,guarde fous
3166,hackathon,hakathon
3167,half-normal distribution,distribution semi-normale
3168,half-space,demi-espace
3169,halting problem,problème de l'arrêt
3170,hand pose estimation,estimation de la pose de la main
3171,handwriting recognition,reconnaissance de l'écriture manuscrite
3172,hard attention,attention dure
3173,hash,hachage
3174,hash function,algorithme de hachage
3175,hash table,table de hachage
3176,hashing algorithm,algorithme de hachage
3177,hate speech classifier,classificateur de discours de haine
3178,hate speech detection,détection de discours de haine
3179,head entity,entité principale
3180,head word,mot tête
3181,heap structure,structure de tas
3182,heatmap,carte thermique
3183,held-out data,données de validation
3184,heteroscedasticity,hétéroscédasticité
3186,heuristic algorithm,algorithme heuristique
3187,heuristic function,fonction heuristique
3188,heuristic knowledge,connaissance heuristique
3189,heuristic method,méthode heuristique
3190,heuristic programming,programmation heuristique
3191,heuristic search,recherche dirigée
3192,heuristic search algorithm,algorithme de recherche heuristique
3193,heuristic value,valeur heuristique
3194,hidden Markov model,modèle de Markov caché
3195,hidden dimension,dimension cachée
3196,hidden dimension size,taille de la dimension cachée
3197,hidden dimensionality,dimensionalité cachée
3198,hidden embedding,embedding caché
3199,hidden feature,caractéristique cachée
3200,hidden layer,couche cachée
3201,hidden representation,représentation cachée
3202,hidden size,taille cachée
3203,hidden state,état caché
3204,hidden state dimension,dimension de l'état caché
3205,hidden state representation,représentation de l'état caché
3206,hidden state vector,vecteur d'état caché
3207,hidden unit,unité cachée
3208,hidden variable,variable cachée
3209,hierarchical agglomerative clustering,clustering agglomératif hiérarchique
3210,hierarchical clustering,algorithme hiérarchique
3211,hierarchical data,données hiérarchiques
3212,hierarchical data model,modèle de données hiérarchique
3213,hierarchical data visualization,visualisation de données hiérarchiques
3214,hierarchical decoder,décodeur hiérarchique
3215,hierarchical feature,caractéristique hiérarchique
3216,hierarchical inference,inférence hiérarchique
3217,hierarchical method,méthode hiérarchique
3218,hierarchical model,modèle hiérarchique
3219,hierarchical planning,planification hiérarchique
3220,hierarchical reinforcement learning,apprentissage par renforcement hiérarchique
3221,hierarchical representation,représentation hiérarchique
3222,hierarchical structure,structure hiérarchique
3223,hierarchical topic model,modèle de sujet hiérarchique
3224,hierarchy,hiérarchie
3225,high-dimensional data,données hautement dimensionnelles
3226,high-dimensional datum,donnée de haute dimension
3227,high-dimensional space,espace de haute dimension
3228,high-dimensional statistics,statistiques en grande dimension
3229,high-dimensionality,haute dimensionnalité
3230,higher-order feature,caractéristique d'ordre supérieur
3231,higher-order model,modèle d'ordre supérieur
3232,hill climbing,escalade
3233,hill climbing algorithm,algorithme d'escalade
3234,hill-climbing,approche de montée de colline
3235,hill-climbing method,méthode en escalade
3236,hinge loss,marge maximale
3237,hinge loss function,fonction de perte hinge
3238,histogram of oriented gradient,histogramme des gradients orientés
3239,holdout data,données exclues
3240,holdout sample,échantillon test
3241,homogeneous coordinate,coordonnées homogènes
3242,homographie,homographie
3243,homography matrix,matrice d'homographie
3244,homomorphism,homomorphisme
3245,homoscedasticity,homoscédasticité
3246,horizontal federated learning,apprentissage fédéré horizontal
3248,human annotation,annotation humaine
3249,human pose,pose humaine
3250,human pose estimation,estimation de la pose humaine
3251,human-computer communication,communication homme-machine
3252,human-computer interaction,communication personne-machine
3253,human-in-the-loop,avec intervention humaine
3254,human-machine dialogue,dialogue personne-machine
3255,human-machine interaction,interaction homme-machine
3256,human-robot interaction,communication personne-robot
3257,hybrid model,modèle hybride
3258,hyper-graph,hypergraphe
3259,hyper-heuristic,hyper-heuristique
3260,hyper-parameter tuning,réglage des hyperparamètres
3261,hyperautomation,hyperautomatisation
3262,hyperbolic space,espace hyperbolique
3263,hypercube,hypercube
3264,hyperdimensional computing,calcul hyperdimensionnel
3265,hyperedge,hyperarête
3266,hypermedia,hypermédia
3267,hypernym,hyperonyme
3268,hypernymy,hyperonymie
3269,hyperparameter,hyperparametre
3270,hyperparameter optimization,optimisation d'hyperparamètre
3271,hyperparameter selection,sélection des hyperparamètres
3272,hyperparameter setting,Réglage des hyperparamètres
3273,hyperparameter space,espace des hyperparamètres
3274,hyperparameters optimization,optimisation des hyperparamètres
3275,hyperplane,hyperplan
3276,hyperprior,hyperprior
3277,hyperpriors,hyperprior
3278,hyperscale data center,centre de données à très grande échelle
3279,hypersphere,hypersphère
3280,hyponym,hyponyme
3281,hyponymy,hyponymie
3282,hypothesis class,classe d'hypothèses
3283,hypothesis language,langage d'hypothèses
3284,hypothesis set,ensemble d'hypothèses
3285,hypothesis space,espace d'hypothèses
3286,hypothesis test,test d'hypothèse
3287,hypothesis testing,test d'hypothèses
3288,i.i.d,i.i.d.
3289,i.i.d. sample,échantillon iid
3290,iDistance,iDistance
3291,idempotent,idempotent
3292,identifiability,identifiability
3293,identifier,identificateur
3295,identity function,fonction identité
3296,identity mapping,mappage d'identité
3297,identity matrix,matrice identité
3298,identity transformation,transformation d'identité
3299,if-removed method,procédure si-retirée
3300,ill-conditioned,mal conditionné
3301,ill-conditioned matrix,matrice mal conditionnée
3303,image analysis,analyse d'image
3304,image annotation,annotation automatique d'images
3305,image captioning,génération de légendes d'images
3306,image classification,tri des images
3307,image compression,compression d'image
3308,image denoising,débruitage d'image
3309,image diffusion model,modèle de diffusion d'image
3310,image embedding,intégration d'image
3311,image encoder,encodeur d'image
3312,image feature,caractéristique d'image
3313,image generation,génération d'image
3314,image inpainting,inpainting d'image
3315,image joint embedding predictive architecture,architecture prédictive à plongements joints pour les images
3316,image patch,patch d'image
3317,image plane,plan d'image
3318,image processing,traitement d'image
3319,image pyramid,pyramide d'images
3320,image recognition,reconnaissance d'images
3321,image representation,représentation d'image
3322,image restoration,restauration d'image
3323,image segmentation,segmentation d'image
3324,image super-resolution,super-résolution d'image
3325,image synthesis,synthèse d'image
3326,image translation,traduction d'image
3327,image-based rendering,rendu basé sur l'image
3328,image-text pre-training,pré-entraînement image-texte
3329,image-to-image translation,traduction d'image à image
3330,imbalanced classification,classification déséquilibrée
3331,imbalanced data,données déséquilibrées
3332,imbalanced dataset,ensemble de données déséquilibré
3333,imitation learning,Apprentissage par imitation
3334,immediate consequence operator,opérateur de conséquence immédiate
3335,immersive virtual reality,réalité virtuelle immersive
3336,imperfect information,information imparfaite
3337,impersonation,masquerade
3338,implicit confirmation,confirmation implicite
3339,implicit differentiation,différentiation implicite
3340,implicit function,fonction implicite
3341,implicit representation,représentation implicite
3342,implicit surface,surface implicite
3343,importance sampling,échantillonnage préférentiel
3344,importance sampling estimator,estimateur d'échantillonnage par importance
3345,importance weight,poids d'importance
3346,in-context demonstration,démonstration en contexte
3347,in-context example,exemple en contexte
3348,in-context learner,apprenant en contexte
3349,in-degree distribution,distribution des degrés entrants
3350,in-distribution,dans la distribution
3351,in-domain,dans le domaine
3352,in-domain text,texte dans le domaine
3353,in-memory computation,analyse en mémoire
3354,in-memory computing,calcul en mémoire
3355,in-memory data grid,grille de données en mémoire
3356,in-memory database,base de données en mémoire
3357,in-neighbor,voisins entrants
3358,in-order traversal,parcours en ordre
3359,inception module,architecture inception
3360,inception score,score d'inception
3361,incremental learning,apprentissage incrémental
3362,incremental learning algorithm,algorithme d'apprentissage incrémental
3363,incremental parsing,analyse incrémentale
3364,independent and identically distributed sample,échantillon indépendant et identiquement distribué
3365,independent component analysis,analyse en composantes indépendantes
3366,independent set,ensemble indépendant
3367,independent subspace analysis,analyse en sous-espaces indépendants
3368,independent variable,variable indépendante
3369,independently and identically distributed,variables indépendantes et identiquement distribuées
3370,index,index
3371,indicator matrix,matrice indicatrice
3372,indicator random variable,variable indicatrice aléatoire
3373,indicator variable,variable indicatrice
3374,indicator vector,vecteur indicateur
3375,individual conditional expectation - ICE,attente conditionnelle individuelle
3376,induced subgraph,sous-graphe induit
3377,inducing variable,variable d'induction
3378,induction hypothesis,hypothèse d'induction
3379,inductive bias,parti pris inductif
3380,inductive inference,inférence inductive
3381,inductive learning,apprentissage inductif
3382,inductive logic programming,programmation logique inductive
3383,inductive reasoning,raisonnement inductif
3384,inf,inf
3385,inference,inférence
3386,inference algorithm,algorithme d'inférence
3387,inference engine,moteur d'inférences
3388,inference machinery,mécanisme d'inférence
3389,inference method,méthode d'inférence
3390,inference problem,problème d'inférence
3391,inference procedure,procédure d'inférence
3392,inference process,processus d'inférence
3393,inference rule,règle d'inférence
3394,inference stage,étape d'inférence
3395,inference task,tâche d'inférence
3396,inference time,temps d'inférence
3397,inference-time intervention,intervention en temps d'inférence
3398,infinite-horizon,horizon infini
3399,influence diagram,diagramme d'influence
3400,influence function,fonction d'influence
3401,influence matrix,matrice d'influence
3403,information bottleneck,goulot d'étranglement de l'information
3404,information bottleneck method,méthode du goulot d'étranglement de l'information
3405,information content,contenu informationnel
3406,information gain,gain d'information
3407,information processing,traitement de l'information
3408,information retrieval,Recherche d'Information
3409,information retrieval system,système de récupération d'information
3410,information set,ensemble d'information
3411,information systems security,sécurité des systèmes d'information
3412,information theoretic,théorique de l'information
3413,information theoretic measure,mesure théorique de l'information
3414,informativeness,valeur informationelle
3415,infoset,infoset
3416,inheritance,héritage
3417,inhomogeneous Poisson process,processus de Poisson inhomogène
3418,initial distribution,distribution initiale
3419,initial state,état initial
3420,initial state distribution,distribution de l'état initial
3421,initialization,initialisation
3422,injective function,fonction injective
3423,inlier,inlier
3424,inner layer,couche interne
3425,inner loop,boucle interne
3426,inner node,nœud interne
3427,inner product,produit intérieur
3429,input context,contexte d'entrée
3430,input datum,donnée d'entrée
3431,input embedding,embedding d'entrée
3432,input feature,caractéristique d'entrée
3433,input feature vector,vecteur de caractéristiques d'entrée
3434,input filter,filtre d'entrée
3435,input formula,formule d'entrée
3436,input function,fonction d'entrée
3437,input gate,porte d'entrée
3438,input graph,graphe d'entrée
3439,input image,image d'entrée
3440,input layer,couche d'entrée
3441,input length,longueur d'entrée
3442,input matrix,matrice d'entrée
3443,input point,point d'entrée
3444,input position,position d'entrée
3445,input representation,représentation d'entrée
3446,input resolution,résolution d'entrée
3447,input sequence,séquence d'entrée
3448,input space,espace d'entrée
3449,input tensor,tenseur d'entrée
3450,input text,texte d'entrée
3451,input token,jeton d'entrée
3452,input vector,vecteur d'entrée
3453,input-output pair,paire entrée-sortie
3454,instance,Cas
3455,instance level,niveau d'instance
3456,instance segmentation,segmentation d'instance
3457,instance selection,sélection d'instance
3458,instance space,espace d'instances
3459,instance-based learning,apprentissage par mémorisation
3460,instantiate,instancier
3461,instruction tuning,réglage par instruction
3462,integer linear program,programme linéaire entier
3463,integer program,programme entier
3464,integral image,image intégrale
3465,integral operator,opérateur intégral
3466,integral probability metric,métrique de probabilité intégrale
3467,integrated data processing,traitement intégré de données
3468,integrated information processing,traitement intégré de l'information
3469,integrity constraint,contrainte d'intégrité
3470,intelligence amplification,amplification de l'intelligence
3471,intelligent agent,agent intelligent
3472,intelligent control,contrôle intelligent
3473,intelligent help system,système d'aide intelligent
3474,intelligent machine,machine intelligente
3475,intelligent personal assistant,assistant logiciel intelligent
3476,intelligent sensor,capteur intelligent
3477,intelligent system,système intelligent
3478,intelligent tutoring system,système d'enseignement intelligemment assisté par ordinateur
3479,intelligent user interface,interface intelligente
3480,intelligent virtual assistant,assistant intelligent
3481,intensity function,fonction d'intensité
3482,intent,intention
3483,intentionality,intentionnalité
3484,inter-annotator agreement,accord inter-annotateurs
3485,inter-rater agreement,accord inter-annotateurs
3486,interaction matrix,matrice d'interaction
3487,interactive voice response,réponse vocale dialoguée
3488,interest point,point d'intérêt
3489,interior point method,méthode des points intérieurs
3490,intermediate layer,couche intermédiaire
3491,intermediate representation,représentation intermédiaire
3492,internal edge,arête interne
3493,internal node,nœud interne
3494,internal regret,regret interne
3495,internal representation,représentation interne
3496,internal state,état interne
3498,internet of behaviors,internet des comportements
3499,internet of things,internet des objets
3500,interpolation,interpolation
3501,interpretability,interprétabilité
3503,interpretable artificial intelligence,intelligence artificielle interprétable
3504,interpretation,interprétation
3505,interpretation function,fonction d'interprétation
3506,interquartile range,écart interquartile
3507,intersection-over-union,intersection sur union
3508,interval estimate,estimation par intervalle
3509,interworking,interfonctionnement
3510,intractability,intractabilité
3511,intrinsic,intrinsèque
3512,intrinsic camera parameter,paramètre intrinsèque de la caméra
3513,intrinsic dimension subspace,sous-espace de dimension intrinsèque
3514,intrinsic dimensionality,dimensionnalité intrinsèque
3515,intrinsic evaluation,évaluation intrinsèque
3516,intrinsic image,image intrinsèque
3517,intrinsic motivation,motivation intrinsèque
3518,intrinsic parameter,paramètre intrinsèque
3519,invariance principle,principe d'invariance
3520,inverse distance weighting,pondération inverse à la distance
3521,inverse document frequency,fréquence inverse des documents
3522,inverse dynamic model,modèle dynamique inverse
3523,inverse of a matrix,inverse de la matrice
3524,inverse problem,problème inverse
3525,inverse reinforcement learning,apprentissage par renforcement inverse
3526,inverse rendering,rendu inverse
3527,inverse role,rôle inverse
3528,inverse sampling,échantillonnage binomial inverse
3529,inverse square root learning rate schedule,plan de taux d'apprentissage à racine carrée inverse
3530,inverse square root learning rate scheduler,ordonnanceur de taux d'apprentissage en racine carrée inverse
3531,inverse transform sampling,échantillonnage par transformation inverse
3532,inversion of control,inversion de contrôle
3533,inverted index,index inversé
3534,inverted list,liste inversée
3535,inverted pendulum,pendule inversé
3536,invertible map,application inversible
3537,invertible matrix,matrice inversible
3538,iobj,iobj
3539,is-a link,lien is-a
3540,iso-surface extraction,extraction de surfaces iso
3541,isolation forest,forêt d'isolation
3542,isotropic Gaussians,Gaussiens isotropes
3543,itemset,ensemble d'items
3544,iterate,itérer
3545,iterated conditional mode,mode conditionnel itéré
3546,iteration,itération
3547,iteration complexity,complexité d'itération
3548,iteration counter,compteur d'itérations
3549,iterative algorithm,algorithme itératif
3550,iterative deepening,approfondissement itératif
3551,iterative optimization,optimisation itérative
3552,iterative optimization algorithm,algorithme d'optimisation itérative
3553,iterative training algorithm,algorithme d'entraînement itératif
3554,iteratively reweighted least square,moindres carrés repondérés itérativement
3555,join,jointure
3556,joint density,densité conjointe
3557,joint distribution,distribution conjointe
3558,joint embedding space,espace d'embedding conjoint
3559,joint encoding,encodage conjoint
3560,joint entropy,entropie conjointe
3561,joint inference,inférence conjointe
3562,joint learning,apprentissage conjoint
3563,joint learning algorithm,algorithme d'apprentissage conjoint
3564,joint likelihood,vraisemblance conjointe
3565,joint model,modèle conjoint
3566,joint moment,moment conjoint
3567,joint policy,politique conjointe
3568,joint probability,probabilité conjointe
3569,joint probability distribution,distribution de probabilité conjointe
3570,joint probability matrix,matrice de probabilité conjointe
3571,joint probability table,tableau de probabilité conjointe
3572,joint semantic space,espace sémantique joint
3573,judgment sample,échantillon au jugé
3574,jump discontinuity,discontinuité à saut fini
3575,junction tree,arbre de jonction
3576,junction tree algorithm,algorithme d'arbre de jonction
3577,k nearest neighbor,k plus proches voisins
3578,k-Center,k-Centre
3579,k-best list,liste des k-meilleurs
3580,k-best parsing,analyse des k-meilleurs
3581,k-d tree,arbre k-d
3582,k-hop neighbor,voisin à k sauts
3583,k-means clustering algorithm,algorithme de clustering k-means
3584,k-median,K-médiane
3585,k-nearest neighbor,k-plus proches voisins
3586,k-nearest neighbor classifier,classificateur k-plus proches voisins
3587,k-nearest neighbor graph,graphe k-plus proches voisins
3588,k-nearest neighbors algorithm,algorithme des k plus proches voisins
3589,k-nearest-neighbors algorithm,algorithme des KNN
3590,kappa agreement test,test de concordance kappa
3591,kappa statistic,analyse statistique kappa
3592,kernel PCA,analyse en composantes principales à noyaux
3593,kernel approximation,approximation de noyau
3594,kernel bandwidth,largeur de bande du noyau
3595,kernel classifier,classificateur à noyau
3596,kernel density,densité de noyau
3597,kernel density estimate,estimation de la densité de noyau
3598,kernel density estimation,estimation par noyau
3599,kernel evaluation,évaluation du noyau
3600,kernel function,fonction noyau
3601,kernel learning,apprentissage par noyau
3602,kernel learning problem,problème d'apprentissage par noyau
3603,kernel machine,machine à noyau
3604,kernel matrix,matrice de noyau
3605,kernel method,méthode à noyau
3606,kernel operation,opération de noyau
3607,kernel operator,opérateur de noyau
3608,kernel parameter,paramètre de noyau
3609,kernel regression,régression par noyau
3610,kernel ridge regression,régression de crête de noyau
3611,kernel size,taille du noyau
3612,kernel smoothing,lissage par noyau
3613,kernel space,espace de noyau
3614,kernel spectrum,spectre du noyau
3615,kernel support vector machines,machines à vecteurs de support à noyau
3616,kernel trick,astuce du noyau
3617,kernel value,valeur du noyau
3618,kernel weight,poids du noyau
3619,kernel width,largeur du noyau
3620,kernel-based classification,classification basée sur le noyau
3621,key,clé
3622,key performance indicator,indicateur de performance clé
3623,key-value store,base de données clé-valeur
3624,keypoint,point clé
3625,keypoint detection,détection de points clés
3626,keypoint detector,détecteur de points clés
3627,keypoint location,localisation des points clés
3628,keypoint match,correspondance de points clés
3629,knapsack problem,problème du sac à dos
3630,knowbot,inforobot
3632,knowledge acquisition,acquisition des connaissances
3633,knowledge acquisition bottleneck,goulot d'étranglement dans l’acquisition de connaissances
3634,knowledge base,base de connaissances
3635,knowledge based approach,approche fondée sur la connaissance
3636,knowledge compilation,compilation de connaissances
3637,knowledge distillation,distillation de connaissances
3638,knowledge element,élément de connaissance
3639,knowledge engineer,cogniticien
3640,knowledge engineering,ingénierie des connaissances
3641,knowledge extraction,extraction de connaissances
3642,knowledge graph,graphe de connaissances
3643,knowledge graph completion,complétion de graphe de connaissances
3644,knowledge interchange format,norme KIF pour l'échange de connaissances
3645,knowledge representation,représentation de la connaissance
3646,knowledge representation & reasoning,raisonnement et représentation des connaissances
3647,knowledge representation and reasoning,représentation des connaissances et raisonnement automatique
3648,knowledge representation language,langage de représentation des connaissances
3649,knowledge source,source de connaissances
3650,knowledge transfer,transfert de connaissances
3651,knowledge-based system,système à base de connaissances
3652,kriging,krigeage
3653,label,étiquette
3654,label distribution,distribution des étiquettes
3655,label embedding,intégration d'étiquettes
3656,label noise,bruit d'étiquetage
3657,label sequence,séquence d'étiquettes
3658,label smoothing,lissage des étiquettes
3659,label space,espace d'étiquettes
3660,label token,jeton d'étiquette
3661,label vector,vecteur de labels
3663,labeled datum,donnée étiquetée
3664,labeled example,exemple étiqueté
3665,labeled graph,graphe étiqueté
3666,labeled training datum,donnée d'entraînement étiquetée
3667,ladder network,réseau en échelle
3668,lambda calculus,calcul des lambda
3669,lambda expression,fonctions lambda
3670,lambertian,Lambertien
3671,landmark,point de repère
3672,landmark point,point de repère
3674,language drift,dérive linguistique
3675,language encoder,encodeur de langage
3676,language generation,génération de langage
3677,language generation model,modèle de génération de langage
3678,language identification,identification de la langue
3679,language model,modèle de langue
3680,language model pre-training,pré-entraînement de modèle linguistique
3681,language modeling,modélisation de la langue
3682,language pair,paire de langues
3683,language processing,traitement de la langue
3684,language representation,représentation linguistique
3685,language transfer,transfert linguistique
3686,language understanding,compréhension du langage
3689,large language model,grand modèle de langage
3690,large language model fine-tuning,peaufinage d'un grand modèle de langues
3691,large multimodal model,grand modèle multimodal
3692,large vocabulary continuous speech recognition,reconnaissance de la parole continue à grand vocabulaire
3693,large-margin learning,apprentissage à marge large
3694,lasso regression,régression Lasso
3695,lasso regularization,régularisation LASSO
3696,latency,délai de transit
3697,latent Dirichlet allocation,Allocation de Dirichlet latente
3698,latent code,code latent
3699,latent dimension,dimension latente
3700,latent distribution,distribution latente
3701,latent dynamic model,modèle dynamique latent
3702,latent embedding,intégration latente
3703,latent factor,facteur latent
3704,latent feature,caractéristique latente
3705,latent function,fonction latente
3706,latent group,groupe latent
3707,latent parameter,paramètre latent
3708,latent representation,représentation latente
3709,latent reward function,fonction de récompense latente
3710,latent semantic,sémantique latente
3711,latent semantic analysis,Analyse sémantique latente
3712,latent space,espace latent
3713,latent state,état latent
3714,latent topic,sujet latent
3715,latent variable,variable hypothétique
3716,latent variable model,modèle à variables latentes
3717,latent vector,vecteur latent
3718,law of total probability,formule des probabilités totales
3719,layer,couche
3720,layer activation,activation de couche
3721,layer normalization,Normalisation de couche
3722,layer-wise learning rate decay,décroissance du taux d'apprentissage par couche
3723,lazy grounding,ancrage paresseux
3724,lazy learning,apprentissage paresseux
3725,leaf node,nœud feuille
3726,learnability,apprenabilité
3727,learnable parameter,paramètre apprenable
3728,learnable vector,vecteur apprenable
3729,learned model,modèle appris
3730,learned representation,représentation apprise
3731,learner,appreneur
3733,learning agent,agent d'apprentissage
3734,learning algorithm,algorithme d'apprentissage
3735,learning analytics,analyse de l’apprentissage
3736,learning automaton,automate d'apprentissage
3737,learning curve,courbe d'apprentissage
3738,learning from instruction,apprentissage par instruction
3739,learning method,méthode d'apprentissage
3740,learning paradigm,paradigme d'apprentissage
3741,learning problem,problème d'apprentissage
3742,learning program,programme d'apprentissage
3743,learning rate,pas du gradient
3744,learning rate decay,décroissance du taux d'apprentissage
3745,learning rate decay schedule,calendrier de décroissance du taux d'apprentissage
3746,learning rate schedule,calendrier du taux d'apprentissage
3747,learning rate scheduler,planificateur de taux d'apprentissage
3748,learning rate warmup,préchauffage du taux d'apprentissage
3749,learning to rank,apprentissage du classement
3750,learning vector quantization,quantification de vecteurs par apprentissage
3751,learning-to-rank algorithm,algorithme d'apprentissage par classement
3752,least commitment strategy,stratégie d'implication minimale
3753,least square,moindres carrés
3754,least square criterion,critère des moindres carrés
3755,least square minimization,minimisation des moindres carrés
3756,least square problem,problème des moindres carrés
3757,least square regression,régression des moindres carrés
3758,least square solution,solution des moindres carrés
3759,least squares method,moindres carrés
3760,least squares regression,régression des moindres carrés
3761,least-angle regression,régression du moindre angle
3762,leave-one-out,validation croisée leave-one-out
3763,leave-one-out cross-validation,validation croisée par mise de côté unique
3764,left-to-right model,modèle de gauche à droite
3765,lemmatization,lemmatisation
3766,length normalization,normalisation de la longueur
3767,length penalty,pénalité de longueur
3768,leptokurtosis,lepto-curtique
3769,lexeme,lexème
3771,lexical acquisition,acquisition lexicale
