,word,validated_translation
2873,input resolution,输入分辨率
2874,input sequence,输入序列
2875,input space,输入空间
2876,input tensor,输入张量
2877,input text,输入文本
2878,input token,输入标记
2879,input vector,输入向量
2880,input-output pair,输入输出对
2881,input-output pairs,输入输出对
2882,insensitive loss,不敏感损失
2884,instance,示例
2885,instance level,实例级别
2887,instance segmentation,实例分割
2888,instance selection,实例选择
2889,instance space,实例空间
2890,instance-based,基于实例的
2891,instruction tuning,指令微调
2892,integer linear program,整数线性规划
2893,integer linear programming,整数线性规划
2894,integer program,整数规划
2895,integer programming,整数规划
2896,integral image,积分图像
2897,integral operator,积分算子
2898,integral probability metric,积分概率度量
2899,integration,积分
2900,integrity constraint,完整性约束
2901,intelligent agent,智能体
2902,intelligent machine,智能机器
2903,intensity function,强度函数
2904,intent,意图
2905,inter-annotator agreement,标注者间一致性
2906,inter-cluster similarity,簇间相似度
2907,interaction matrix,交互矩阵
2908,interest point,兴趣点
2909,interior point method,内点法
2910,intermediate layer,中间层
2911,intermediate neurons,中间神经元
2912,intermediate representation,中间表示
2913,internal covariate shift,内部协变量偏移
2914,internal edge,内部边
2915,internal node,内部结点
2916,internal regret,内部遗憾
2917,internal representation,内部表示
2918,internal state,内部状态
2919,international conference for machine learning,国际机器学习大会
2920,internet,互联网
2921,internet of things,物联网
2922,interpolation,插值
2923,interpolation coordinate,插值坐标
2924,interpretability,可解释性
2925,interpretable,可解释的
2926,interpretation function,解释函数
2927,intersection-over-union,交并比
2928,interval estimate,区间估计
2929,intervention query,干预查询
2930,intra-attention,内部注意力
2931,intra-cluster similarity,簇内相似度
2932,intractability,不可处理性
2933,intrinsic,内在的
2934,intrinsic camera parameter,内在相机参数
2935,intrinsic dimension subspace,内在维度子空间
2936,intrinsic dimensionality,内在维度
2937,intrinsic evaluation,内在评估
2938,intrinsic image,内在图像
2939,intrinsic parameter,内参
2940,intrinsic value,固有值
2941,invariance,不变性
2942,invariant,不变
2943,inverse document frequency,逆文档频率
2944,inverse dynamic model,逆动态模型
2945,inverse matrix,逆矩阵
2946,inverse neural modeling,逆神经建模
2947,inverse neural network modeling,逆神经网络建模
2948,inverse problem,逆问题
2949,inverse reinforcement learning,逆强化学习
2950,inverse rendering,逆向渲染
2951,inverse resolution,逆归结
2952,inverse role,逆角色
2953,inverse square root learning rate schedule,逆平方根学习率调度
2954,inverse square root learning rate scheduler,逆平方根学习率调度器
2955,inverse time decay,逆时衰减
2956,inverse transform sampling,逆变换采样
2957,invert,求逆
2958,inverted index,倒排索引
2959,inverted list,倒排列表
2960,invertible map,可逆映射
2961,invertible matrix,可逆矩阵
2962,iobj,间接宾语
2963,irreducible,不可约的
2964,irrelevant feature,无关特征
2966,iso-surface extraction,等值面提取
2967,isometric mapping,等度量映射
2968,isotonic regression,等分回归
2969,isotropic,各向同性
2970,isotropic Gaussian distribution,各向同性高斯分布
2971,isotropic Gaussians,各向同性高斯分布
2972,itemset,项集
2973,iterate,迭代
2974,iterated conditional mode,迭代条件模式
2975,iteration,迭代
2976,iteration complexity,迭代复杂度
2977,iteration counter,迭代计数器
2978,iterative algorithm,迭代算法
2979,iterative deepening,迭代加深
2980,iterative dichotomiser,迭代二分器
2981,iterative learning,迭代学习
2982,iterative optimization,迭代优化
2983,iterative optimization algorithm,迭代优化算法
2984,iterative training algorithm,迭代训练算法
2985,iteratively reweighted least square,迭代重加权最小二乘法
2997,joint density,联合密度
2998,joint distribution,联合分布
2999,joint embedding space,联合嵌入空间
3000,joint encoding,联合编码
3001,joint entropy,联合熵
3002,joint inference,联合推断
3003,joint learning,联合学习
3004,joint learning algorithm,联合学习算法
3005,joint likelihood,联合似然
3006,joint model,联合模型
3007,joint policy,联合策略
3008,joint probability,联合概率
3009,joint probability density function,联合概率密度函数
3010,joint probability distribution,联合概率分布
3011,joint probability matrix,联合概率矩阵
3012,joint probability table,联合概率表
3013,joint semantic space,联合语义空间
3015,junction tree,连接树
3016,junction tree algorithm,联合树算法
3017,k clusters,K聚类
3018,k nearest neighbor,k 最近邻
3019,k nearest points,K 最近点
3024,k-Center,k-中心问题
3022,k-best list,k-best 列表
3023,k-best parsing,k-最佳解析
3025,k-d tree,k-d树
3027,k-fold cross validation,k 折交叉验证
3028,k-hop neighbor,k-hop邻居
3033,k-means clustering algorithm,k-means 聚类算法
3034,k-nearest neighbor,k-最近邻
3035,k-nearest neighbor classifier,k-近邻分类器
3036,k-nearest neighbor graph,k-最近邻图
3037,k-nearest neighbor method,k-近邻
3046,kernel approximation,核近似
3047,kernel bandwidth,核带宽
3048,kernel classifier,核分类器
3049,kernel density,核密度
3050,kernel density estimate,核密度估计
3051,kernel density estimation,核密度估计
3052,kernel evaluation,核评估
3053,kernel function,核函数
3054,kernel learning,核学习
3055,kernel learning problem,核学习问题
3056,kernel machine,核机器
3057,kernel matrix,核矩阵
3058,kernel method,核方法
3059,kernel operation,核操作
3060,kernel operator,核算子
3061,kernel parameter,核参数
3062,kernel regression,核回归
3063,kernel ridge regression,核岭回归
3064,kernel size,核大小
3065,kernel smoothing,核平滑
3066,kernel space,核空间
3067,kernel spectrum,核谱
3068,kernel trick,核技巧
3069,kernel value,核值
3070,kernel weight,核权重
3071,kernel width,核宽度
3072,kernel-based classification,基于核的分类
3073,kernelized,核化
3075,kernelized PCA,核主成分分析
3074,kernelized linear discriminant analysis,核线性判别分析
3076,kernels,内核
3077,key,键
3078,key-value store,键-值数据库
3079,keypoint,关键点
3080,keypoint detection,关键点检测
3081,keypoint detector,关键点检测器
3082,keypoint location,关键点位置
3083,keypoint match,关键点匹配
3084,kinetic curve,动力学曲线
3088,knapsack problem,背包问题
3091,knowledge,知识
3092,knowledge base,知识库
3093,knowledge compilation,知识编译
3094,knowledge distillation,知识蒸馏
3095,knowledge element,知识元素
3096,knowledge engineering,知识工程
3097,knowledge extraction,知识提取
3098,knowledge gradient,知识梯度
3099,knowledge graph,知识图谱
3100,knowledge graph completion,知识图谱补全
3101,knowledge representation,知识表征
3102,knowledge transfer,知识迁移
3129,label,标签
3130,label distribution,标签分布
3131,label embedding,标签嵌入
3132,label noise,标签噪声
3133,label propagation,标记传播
3134,label sequence,标签序列
3135,label smoothing,标签平滑
3136,label space,标记空间
3137,label token,标签令牌
3138,label vector,标签向量
3139,labeled,标注
3140,labeled datum,标记数据
3141,labeled example,已标注示例
3142,labeled graph,标记图
3143,labeled training datum,带标签的训练数据
3144,laboratory level,实验室级别
3152,lambda calculus,λ演算
3155,landmark,地标
3156,landmark point,地标点
3158,language,语言
3159,language drift,语言漂移
3160,language encoder,语言编码器
3161,language generation,语言生成
3162,language generation model,语言生成模型
3163,language identification,语言识别
3164,language model,语言模型
3165,language model pre-training,语言模型预训练
3166,language modeling,语言模型化
3168,language pair,语言对
3169,language processing,语言处理
3170,language representation,语言表示
3171,language transfer,语言迁移
3172,language understanding,语言理解
3173,languages,语言
3184,large,大规模
3185,large language model,大型语言模型
3186,large learning step,大学习步骤
3187,large-margin learning,大间隔学习
3188,large-scale data storage,大规模数据存储
3190,lasers,激光器
3193,lasso regression,拉索回归
3194,latent,潜在
3197,latent Dirichlet allocation,潜在狄利克雷分配
3195,latent code,潜在编码
3196,latent dimension,潜在维度
3198,latent distribution,潜在分布
3199,latent dynamic model,潜在动态模型
3200,latent embedding,潜在嵌入
3201,latent factor,潜在因子
3202,latent feature,潜在特征
3203,latent function,潜在函数
3204,latent group,潜在群体
3205,latent layer,潜层
3206,latent parameter,潜在参数
3207,latent representation,潜在表示
3208,latent reward function,潜在奖励函数
3209,latent semantic,潜在语义
3210,latent semantic analysis,潜在语义分析
3211,latent semantic indexing,潜在语义索引
3212,latent space,潜在空间
3213,latent state,潜在状态
3214,latent topic,潜在主题
3215,latent variable,潜变量
3216,latent variable model,潜变量模型
3217,latent vector,潜向量
3218,law of large numbers,大数定律
3219,layer,层
3220,layer activation,层激活
3221,layer normalization,层规范化
3222,layer-wise,逐层的
3223,layer-wise adaptive rate scaling,逐层适应率缩放
3224,layer-wise learning rate decay,逐层学习率衰减
3225,layer-wise normalization,逐层规范化
3226,layer-wise pretraining,逐层预训练
3227,layer-wise training,逐层训练
3228,lazy grounding,懒惰实例化
3229,lazy learning,懒惰学习
3231,leaf node,叶结点
3233,leaky ReLU,泄漏修正线性单元
3232,leaky lelu function,泄漏线性整流函数
3234,leaky unit,渗漏单元
3235,learnability,可学习性
3236,learnable parameter,可学习参数
3237,learnable vector,可学习向量
3238,learned,学成
3239,learned approximate inference,学习近似推断
3240,learned model,学习得到的模型
3241,learned representation,学习得到的表示
3242,learner,学习器
3243,learning,学习
3244,learning agent,学习代理
3245,learning algorithm,学习算法
3246,learning by analogy,类比学习
3247,learning method,学习方法
3248,learning paradigm,学习范式
3249,learning problem,学习问题
3250,learning rate,学习率
3251,learning rate annealing,学习率退火
3252,learning rate decay,学习率衰减
3253,learning rate decay schedule,学习率衰减计划
3254,learning rate schedule,学习率计划
3255,learning rate scheduler,学习率调度器
3256,learning rate warmup,学习率预热
3257,learning to learn,学习的学习
3258,learning vector quantization,学习向量量化
3259,learning-to-rank algorithm,学习排序算法
3260,least absolute shrinkage and selection operator,Lasso回归
3261,least general generalization,最小一般泛化
3262,least mean squares,最小均方
3263,least square,最小二乘法
3264,least square criterion,最小二乘准则
3265,least square method,最小二乘法
3266,least square minimization,最小二乘最小化
3267,least square problem,最小二乘问题
3268,least square regression,最小二乘回归
3269,least square solution,最小二乘解
3270,least square support vector machine,最小二乘支持向量机
3271,least squares regression tree,最小二乘回归树
3272,leave-one-out,留一法
3273,leave-one-out cross validation,留一交叉验证
3275,left eigenvector,左特征向量
3276,left singular vector,左奇异向量
3277,left-to-right model,从左到右模型
3280,lemmatization,词形还原
3281,length normalization,长度归一化
3282,length penalty,长度惩罚
3286,lexeme,词位
3287,lexical,词汇的
3288,lexical acquisition,词汇获取
3289,lexical acquisition algorithm,词汇获取算法
3290,lexical ambiguity,词汇歧义
3291,lexical entry,词汇条目
3292,lexical exposure,词汇暴露
3293,lexical feature,词汇特征
3295,lexical head,词汇中心语
3296,lexical item,词汇项
3297,lexical knowledge,词汇知识
3298,lexical model,词汇模型
3299,lexical overlap,词汇重叠
3300,lexicalization,词汇化
3301,lexicalized grammar,词汇化语法
3302,lexicalized parsing model,词汇化解析模型
3303,lexicon,词典
3304,lexicon induction,词典归纳
3307,lifelong learning,终身学习
3308,ligand-field,配位场
3309,light field,光场
3310,light field interpolation,光场插值
3311,likelihood,似然
3312,likelihood function,似然函数
3313,likelihood ratio test,似然比检验
3314,likelihood score,似然得分
3317,line search,线搜索
3318,linear,线性的
3319,linear activation function,线性激活函数
3320,linear algebra,线性代数
3321,linear auto-regressive network,线性自回归网络
3322,linear chain,线性链
3323,linear chain conditional random field,线性链条件随机场
3324,linear classification,线性分类
3325,linear classification layer,线性分类层
3326,linear classification model,线性分类模型
3327,linear classifier,线性分类器
3328,linear combination,线性组合
3329,linear complexity,线性复杂度
3330,linear constraint,线性约束
3331,linear decay,线性衰减
3332,linear decoder,线性解码器
3333,linear dependence,线性相关
3334,linear dimension reduction methods,线性降维方法
3335,linear discriminant analysis,线性判别分析
3336,linear equation,线性方程
3337,linear evaluation,线性评估
3338,linear factor model,线性因子模型
3339,linear function,线性函数
3340,linear function approximation,线性函数近似
3341,linear inequality,线性不等式
3342,linear interpolation,线性插值
3343,linear kernel,线性核
3344,linear layer,线性层
3345,linear learning rate decay,线性学习率衰减
3346,linear learning rate schedule,线性学习率调度
3347,linear map,线性映射
3348,linear mapping,线性映射
3349,linear model,线性模型
3350,linear predictor,线性预测器
3351,linear probe,线性探测器
3352,linear program,线性规划
3353,linear programming,线性规划
3354,linear programming relaxation,线性规划松弛
3355,linear projection,线性投影
3356,linear regression,线性回归
3357,linear regression model,线性回归模型
3358,linear regressor,线性回归器
3359,linear scaling,线性缩放
3360,linear scaling rule,线性缩放规则
3361,linear scan,线性扫描
3362,linear scheduler,线性调度器
3363,linear separability,线性可分性
3364,linear space,线性空间
3365,linear support vector machine,线性支持向量机
3366,linear support vector machine in linearly separable case,线性可分支持向量机
3367,linear system,线性系统
3370,linear threshold units,线性阈值单元
3371,linear transform,线性变换
3372,linear transformation,线性变换
3373,linear transformation matrix,线性变换矩阵
3375,linear vibronic coupling model,线性振子耦合模型
3376,linear warm-up,线性预热
3377,linear-chain,线性链
3378,linear-quadratic regulator,线性二次调节器
3379,linearization,线性化
3380,linearly independent,线性无关
3381,linearly separable,线性可分
3382,linearly separable data set,线性可分数据集
3384,linguistic,语言学的
3385,linguistics,语言学
3386,link analysis,链接分析
3387,link function,联系函数
3388,link prediction,链接预测
3389,link table,连接表
3390,linkage,连接
3391,linked,链接的
3392,linked importance sampling,链接重要采样
3399,liquid state machine,流体状态机
3415,local Markov property,局部马尔可夫性
3400,local basis function,局部基函数
3401,local coherence,局部连贯性
3402,local conditional probability distribution,局部条件概率分布
3404,local constancy prior,局部不变性先验
3405,local context,局部上下文
3406,local contrast normalization,局部对比度规范化
3407,local coordinate frame,局部坐标系
3408,local curvature,局部曲率
3409,local descent,局部下降
3410,local feature,局部特征
3411,local geometry,局部几何
3412,local image feature,局部图像特征
3413,local invariances,局部不变性
3414,local kernel,局部核
3416,local maxima,局部极大值
3417,local maximum,局部极大点
3418,local minima,局部极小
3419,local minimizer,局部最小解
3420,local minimum,局部极小
3421,local model,局部模型
3422,local optima,局部最优解
3423,local optimum,局部最优
3424,local parameter,局部参数
3425,local recurrent,本地卷积
3426,local representation,局部式表示
3427,local response normalization,局部响应规范化
3428,local search,局部搜索
3429,local search method,局部搜索方法
3430,local variable,局部变量
3431,local window,局部窗口
3432,locality-sensitive hashing,局部敏感哈希
3433,localization,定位
3434,locally linear embedding,局部线性嵌入
3435,location parameter,位置参数
3436,log,对数
3438,log likelihood,对数似然函数
3439,log linear model,对数线性模型
3440,log loss,对数损失
3441,log marginal likelihood,对数边际似然
3442,log p,对数概率
3443,log partition function,对数配分函数
3444,log perplexity,对数困惑度
3445,log probability,对数概率
3446,log-likelihood,对数似然
3447,log-likelihood function,对数似然函数
3448,log-likelihood loss,对数似然损失
3449,log-likelihood loss function,对数似然损失函数
3450,log-likelihood ratio,对数似然比
3451,log-linear model,对数线性模型
3452,log-linear regression,对数线性回归
3453,log-linear translation model,对数线性翻译模型
3454,log-log plot,对数-对数图
3455,log-normal distribution,对数正态分布
3456,log-odd score,对数优势分数
3457,log-prob,对数概率
3458,log-sum-exp,对数和指数
3459,logarithmic loss function,对数损失函数
3460,logarithmic scale,对数尺度
3461,logic and heuristics applied to synthetic analysis,LHASA 程序
3462,logical connective,逻辑连接词
3463,logical form,逻辑形式
3464,logistic distribution,对数几率分布
3465,logistic function,对数几率函数
3466,logistic loss,对率损失
3467,logistic regression,对数几率回归
3468,logistic regression classifier,逻辑回归分类器
3469,logistic regression model,逻辑回归模型
3470,logistic sigmoid,对数几率Sigmoid
3471,logit,对数几率
3472,logit model,对数几率模型
3473,long short term memory,长短期记忆
3474,long short-term memory network,长短期记忆网络
3475,long-range dependency,长程依赖
3476,long-range prediction,长期预测
3477,long-range prediction models,长期预测模型
3478,long-term dependencies problem,长程依赖问题
3479,long-term dependency,长期依赖
3480,long-term memory,长期记忆
3481,long-term planning,长期规划
3482,long-term reward,长期回报
3484,lookup table,查找表
3485,loop,环
3486,loop closure,回环闭合
3487,loopy belief propagation,环状信念传播
3488,loss,损失
3489,loss distribution,损失分布
3490,loss function,损失函数
3491,loss landscape,损失景观
3492,loss minimization,损失最小化
3493,loss term,损失项
3494,lossy compression,有损压缩
3495,lottery ticket hypothesis,彩票假说
3496,low rank,低秩
3497,low rank approximation,低秩近似
3498,low rank matrix approximation,低秩矩阵近似
3499,low-data regime,低数据环境
3500,low-dimensional embedding,低维嵌入
3501,low-dimensional representation,低维表示
3502,low-pass filter,低通滤波器
3503,low-rank factorization,低秩分解
3504,low-rank matrix approximation,低秩矩阵近似
3505,lower bound,下界
3773,mIoU,平均交并比
3942,mT5,mT5
3513,machine learning,机器学习
3514,machine learning algorithm,机器学习算法
3515,machine learning classifier,机器学习分类器
3516,machine learning model,机器学习模型
3518,machine learning system,机器学习系统
3519,machine reading,机器阅读
3521,machine translation,机器翻译
3522,machine translation model,机器翻译模型
3523,machine translation system,机器翻译系统
3524,machine vision,机器视觉
3525,machine-generated text,机器生成文本
3526,machine-in-the-loop,人机协作
3527,machine-readable data,机器可读的数据
3528,macro average,宏平均
3531,macro-F1,宏F1
3532,macro-P,宏查准率
3529,macro-action,宏观动作
3530,macro-average,宏观平均
3534,mae,平均绝对误差
3540,main diagonal,主对角线
3541,majority voting,绝对多数投票
3542,majority voting rule,多数表决规则
3544,manifold,流形
3545,manifold assumption,流形假设
3546,manifold hypothesis,流形假设
3547,manifold learning,流形学习
3548,manifold projection,流形投影
3549,manifold structure,流形结构
3550,manifold tangent classifier,流形正切分类器
3551,manifold-valued datum,流形值数据
3552,manually,手动地
3554,margin,间隔
3555,margin parameter,边际参数
3556,margin theory,间隔理论
3557,marginal density,边际密度
3558,marginal distribution,边缘分布
3559,marginal independence,边缘独立性
3560,marginal inference,边际推断
3561,marginal likelihood,边缘似然函数
3562,marginal log-likelihood,边际对数似然
3563,marginal polytope,边际多面体
3564,marginal probability,边际概率
3565,marginal probability distribution,边缘概率分布
3566,marginalization,边缘化
3587,mask,掩码
3588,mask language modeling,掩码语言模型化
3589,mask token,掩码标记
3590,mask vector,掩码向量
3591,masked input,掩码输入
3592,masked language model,掩码语言模型
3593,masked self-attention,掩蔽自注意力
3594,masked token,掩码标记
3595,masking function,掩蔽函数
3596,matching algorithm,匹配算法
3597,matching loss,匹配损失
3600,mathematical optimization,数学优化
3602,matrices,矩阵
3603,matrix,矩阵
3604,matrix approximation,矩阵近似
3605,matrix calculus,矩阵微积分
3606,matrix completion,矩阵补全
3607,matrix decomposition,矩阵分解
3609,matrix form,矩阵形式
3610,matrix inversion,逆矩阵
3611,matrix multiplication,矩阵乘法
3612,matrix norm,矩阵范数
3613,matrix product,矩阵乘积
3614,matrix sketching,矩阵草图
3615,matrix vector product,矩阵向量乘积
3616,matrix-vector multiplication,矩阵-向量乘法
3617,matroid,拟阵
3618,matroid constraint,拟阵约束
3622,max norm,最大范数
3623,max pooling,最大汇聚
3624,max-margin,最大间隔
3625,max-margin learning,最大间隔学习
3626,max-pool,最大池化
3627,max-pooling layer,最大池化层
3628,max-product semiring,最大积半环
3629,maxima,极大值
3630,maximal clique,最大团
3631,maximal frequent itemset,最大频繁项集
3632,maximal frequent pattern,最大频繁模式
3633,maximization,极大
3634,maximization problem,最大化问题
3635,maximization step,M步
3636,maximization-maximization algorithm,极大-极大算法
3637,maximum a posteriori,最大后验
3638,maximum a posteriori estimation,最大后验估计
3639,maximum clique,最大团
3640,maximum entropy,最大熵
3641,maximum entropy model,最大熵模型
3642,maximum entropy principle,最大熵原理
3643,maximum flow,最大流
3644,maximum likelihood,极大似然
3645,maximum likelihood estimate,最大似然估计
3646,maximum likelihood estimation,极大似然估计
3647,maximum likelihood estimator,最大似然估计量
3648,maximum likelihood learning,最大似然学习
3649,maximum likelihood method,极大似然法
3650,maximum likelihood methods,最大似然法
3651,maximum likelihood procedures,最大似然估计法
3652,maximum margin,最大间隔
3653,maximum mean discrepancy,最大平均偏差
3654,maximum posterior probability estimation,最大后验概率估计
3656,maximum weighted spanning tree,最大带权生成树
3657,maxout,Maxout
3658,maxout unit,Maxout单元
3660,mean,均值
3661,mean absolute error,平均绝对误差
3662,mean and covariance RBM,均值和协方差RBM
3663,mean average precision,平均精度均值
3664,mean field,平均场
3665,mean filed,平均场
3666,mean filter,均值滤波
3667,mean function,均值函数
3668,mean pooling,平均汇聚
3669,mean product of Student t-distribution,学生 t 分布均值乘积
3670,mean reciprocal rank,均值倒排秩
3671,mean shape,平均形状
3672,mean square error,均方误差
3673,mean squared error,均方误差
3674,mean vector,均值向量
3675,mean-covariance restricted Boltzmann machine,均值-协方差受限玻尔兹曼机
3676,mean-field,平均场
3677,mean-field approximation,平均场近似
3678,mean-squared error,均方误差
3679,meanfield,均匀场
3680,meaning,意义
3681,measurable space,可测空间
3682,measure theory,测度论
3683,measure zero,零测度
3684,measurement matrix,测量矩阵
3685,measurement noise,测量噪声
3686,mechanical sympathy,机械同感，软硬件协同编程
3688,median,中位数
3689,medical imaging,医学成像
3690,medoid,中心文档
3691,membership inference attack,成员推断攻击
3692,membership query,成员查询
3693,memory,记忆
3694,memory augmented neural network,记忆增强神经网络
3695,memory bank,内存库
3696,memory capacity,记忆容量
3697,memory cell,记忆元
3698,memory complexity,内存复杂度
3699,memory network,记忆网络
3700,memory segment,记忆片段
3701,mention detection,提及检测
3703,merging,合并
3704,meronymy,部分关系
3705,message,消息
3706,message passing,消息传递
3707,message passing algorithm,消息传递算法
3708,message passing neural network,消息传递神经网络
3709,message passing neural networks,消息传递神经网络
3710,meta,元
3711,meta-algorithm,元算法
3712,meta-classifier,元分类器
3713,meta-dataset,元数据集
3714,meta-evaluation,元评估
3715,meta-learn,元学习
3716,meta-learner,元学习器
3717,meta-learning,元学习
3718,meta-loss,元损失
3719,meta-optimization,元优化
3720,meta-parameter,元参数
3721,meta-rule,元规则
3722,meta-testing,元测试
3723,meta-training,元训练
3724,metadata,元数据
3725,method,方法
3726,methods,方法
3727,metric,指标
3728,metric learning,度量学习
3729,metric learning algorithm,度量学习算法
3730,metric score,度量分数
3731,metric space,度量空间
3732,metrics,指标
3740,micro average,微平均
3742,micro-F1,微F1
3744,micro-R,微查全率
3741,micro-average,微平均
3745,microarray data,微阵列数据
3746,microarray datum,微阵列数据
3747,min-max normalization,最小最大值规范化
3748,mini batch,小批次
3749,mini-batch,小批量
3752,mini-batch SGD,小批次随机梯度下降
3750,mini-batch gradient,小批量梯度
3751,mini-batch gradient descent,小批量梯度下降法
3753,mini-batch size,小批量大小
3754,mini-batch training,小批量训练
3755,minibatch,小批量
3756,minibatch stochastic,小批量随机
3757,minima,极小值
3758,minimal description length,最小描述长度
3759,minimax,极小极大
3760,minimax game,极小极大博弈
3761,minimax optimization problem,极小极大优化问题
3762,minimax problem,极小极大问题
3763,minimization problem,最小化问题
3764,minimizer,最小化器
3765,minimum,极小点
3766,minimum baye risk decoding,最小贝叶斯风险解码
3767,minimum cut,最小割
3768,minimum description length,最小描述长度
3769,minimum support,最小支持度
3770,mining,挖掘
3771,mining out,挖掘
3774,mirror descent,镜像下降
3775,misclassification cost,误分类代价
3776,misclassification error,错分类误差
3777,misclassification loss,误分类损失
3778,misinformation detection,虚假信息检测
3779,missing values,缺失值
3780,mixed integer programming,混合整数规划
3781,mixed precision,混合精度
3782,mixed precision training,混合精度训练
3783,mixed strategy,混合策略
3784,mixed-integer program,混合整数规划
3785,mixing,混合
3786,mixing matrix,混合矩阵
3787,mixing time,混合时间
3788,mixing weight,混合权重
3789,mixture component,混合成分
3790,mixture density network,混合密度网络
3791,mixture distribution,混合分布
3792,mixture model,混合模型
3794,mixture of Gaussians,高斯混合模型
3793,mixture of experts,混合专家模型
3795,mixture weight,混合权重
3796,mixture-of-Gaussian,高斯混合
3799,ml modelling,机器学习建模
3804,mocap,动作捕捉
3805,modalities,模态
3806,modality,模态
3807,mode,峰值
3808,mode collapse,模式崩溃
3810,model,模型
3840,model M,模型 M
3811,model accuracy,模型准确率
3812,model architecture,模型架构
3813,model averaging,模型平均
3814,model bias,模型偏差
3815,model capacity,模型容量
3816,model card,模型卡
3817,model checking,模型检查
3818,model class,模型类
3819,model collapse,模型坍塌
3820,model comparison,模型比较
3821,model complexity,模型复杂度
3822,model compression,模型压缩
3823,model construction,模型构建
3824,model convergence,模型收敛
3825,model development,模型开发
3826,model distillation,模型蒸馏
3827,model distribution,模型分布
3828,model estimation,模型估计
3829,model evaluation,模型评估
3830,model family,模型家族
3831,model fine-tuning,模型微调
3832,model generalization,模型泛化
3833,model hyperparameter,模型超参数
3834,model identifiability,模型可辨识性
3835,model inference,模型推理
3836,model initialization,模型初始化
3837,model interpretability,模型可解释性
3838,model interpretation,模型解释
3839,model layer,模型层
3841,model output,模型输出
3842,model parallelism,模型并行
3843,model parameter,模型参数
3844,model performance,模型性能
3845,model precision,模型精度
3846,model prediction,模型预测
3847,model predictive control,模型预测控制
3848,model representation,模型表示
3849,model robustness,模型鲁棒性
3850,model score,模型得分
3851,model selection,模型选择
3852,model size,模型规模
3853,model specification,模型规范
3854,model statistics,模型统计
3855,model structure,模型结构
3856,model training,模型训练
3857,model update,模型更新
3858,model validation,模型验证
3859,model variant,模型变体
3860,model weight,模型权重
3861,model's parameter,模型参数
3862,model-agnostic meta-learning,模型无关的元学习
3863,model-based approach,基于模型的方法
3864,model-based iterative reconstruction,基于模型的迭代重建
3865,model-based learning,有模型学习
3866,model-based reinforcement learning,基于模型的强化学习
3867,model-construction,模型构建
3868,model-free approach,无模型方法
3869,model-free learning,免模型学习
3870,model-free reinforcement learning,模型无关的强化学习
3872,modelling scenario,建模场景
3873,models,模型
3874,modular,模块化的
3875,modular architecture,模块化架构
3876,module,模块
3877,molecular graph theory,分子图论
3878,molecular modelling,分子建模
3879,moment,矩
3880,moment matching,矩匹配
3881,momentum,动量
3882,momentum coefficient,动量系数
3883,momentum encoder,动量编码器
3884,momentum method,动量法
3885,momentum term,动量项
3886,monocular,单目
3887,monocular reconstruction,单目重建
3888,monolingual,单语
3889,monolingual baseline,单语基线
3890,monolingual corpora,单语语料库
3891,monolingual corpus,单语语料库
3892,monolingual dataset,单语数据集
3893,monolingual datum,单语数据
3894,monolingual embedding,单语嵌入
3895,monolingual model,单语模型
3896,monolingual training,单语训练
3897,monotone,单调
3898,monotonic,单调的
3918,moral graph,端正图
3919,moralization,道德化
3922,morphemes,语素
3923,morphological,形态学的
3924,morphological analysis,形态分析
3925,morphological analyzer,形态分析器
3926,morphological feature,形态特征
3927,morphological information,形态信息
3928,morphological operation,形态操作
3929,morphological segmentation,形态学分割
3930,morphologically,形态学上
3932,morphology,形态学
3933,most general unifier,最一般合一置换
3934,motion analysis,运动分析
3935,motion estimation,运动估计
3936,motion matrix,运动矩阵
3937,motion planning,运动规划
3938,motion segmentation,运动分割
3939,motivated,如前所述动机
3940,moving average,移动平均
3941,ms-QSBER-EL model,基于人工神经网络组合的结构生物学效应定量关系多尺度模型
3944,multi-agent,多智能体
3945,multi-agent control system,多智能体控制系统
3946,multi-agent interaction,多智能体交互
3947,multi-agent learning,多智能体学习
3948,multi-agent reinforcement learning,多智能体强化学习
3949,multi-agent system,多智能体系统
3950,multi-armed bandit,多臂赌博机
3951,multi-armed bandit problem,多臂赌博机问题
3952,multi-class,多类别
3953,multi-class classification,多分类
3954,multi-class logistic regression,多类别逻辑回归
3955,multi-class problem,多类问题
3956,multi-classification,多分类
3957,multi-classifier system,多分类器系统
3958,multi-core desktop computer,多核台式计算机
3959,multi-dimensional big data analysis,多维度大数据分析
3960,multi-document summarization,多文档摘要
3961,multi-domain,多领域
3962,multi-head,多头
3963,multi-head attention,多头注意力
3964,multi-head attention layer,多头注意力层
3965,multi-head self-attention,多头自注意力
3966,multi-head self-attention mechanism,多头自注意力机制
3967,multi-head self-attention module,多头自注意力模块
3968,multi-headed self-attention,多头自注意力
3969,multi-hop,多跳
3970,multi-kernel learning,多核学习
3971,multi-label,多标签
3972,multi-label classification,多标签分类
3973,multi-label classification loss,多标签分类损失
3974,multi-label classifier,多标签分类器
3975,multi-label datum,多标签数据
3976,multi-label learning,多标记学习
3977,multi-label text classification,多标签文本分类
3978,multi-layer feed-forward,多层前馈
3979,multi-layer feedforward neural networks,多层前馈神经网络
3980,multi-layer neural network,多层神经网络
3981,multi-layer perceptron,多层感知机
3982,multi-modal,多模态
3983,multi-modal input,多模态输入
3984,multi-modal learning,多模态学习
