Input.index,WorkerId,Input.English,Input.French,Answer.translation
406,AJFSM5DLXF59T,exploitability,exploitabilité,exploitabilité
406,AJFSM5DLXF59T,exploration rate,taux d'exploration,taux d'exploration
407,A14F5XX4Y4KG9P,exploratory data analysis,analyse exploratoire des données,analyse exploratoire des données
407,A14F5XX4Y4KG9P,exponential complexity,complexité exponentielle,complexité exponentielle
407,A14F5XX4Y4KG9P,exponential decay,décroissance exponentielle,décroissance exponentielle
407,A14F5XX4Y4KG9P,exponential family,famille exponentielle,famille exponentielle
407,A14F5XX4Y4KG9P,exponential loss,perte exponentielle,perte exponentielle
407,A1DEIZQB0X8KNT,exploratory data analysis,analyse exploratoire des données,analyse exploratoire des données
407,A1DEIZQB0X8KNT,exponential complexity,complexité exponentielle,complexité exponentielle
407,A1DEIZQB0X8KNT,exponential decay,décroissance exponentielle,décroissance exponentielle
407,A1DEIZQB0X8KNT,exponential family,famille exponentielle,famille exponentielle
407,A1DEIZQB0X8KNT,exponential loss,perte exponentielle,perte exponentielle
407,A1DP3WNXZKMBVL,exploratory data analysis,analyse exploratoire des données,analyse exploratoire des données
407,A1DP3WNXZKMBVL,exponential complexity,complexité exponentielle,complexité exponentielle
407,A1DP3WNXZKMBVL,exponential decay,décroissance exponentielle,décroissance exponentielle
407,A1DP3WNXZKMBVL,exponential family,famille exponentielle,famille exponentielle
407,A1DP3WNXZKMBVL,exponential loss,perte exponentielle,perte exponentielle
407,A1Q0IZUEBVL8RP,exploratory data analysis,analyse exploratoire des données,analyse exploratoire des donnees
407,A1Q0IZUEBVL8RP,exponential complexity,complexité exponentielle,complexiy xponentielle
407,A1Q0IZUEBVL8RP,exponential decay,décroissance exponentielle,decroissance exponntielle
407,A1Q0IZUEBVL8RP,exponential family,famille exponentielle,famille exponentielle
407,A1Q0IZUEBVL8RP,exponential loss,perte exponentielle,perte exponentielle
407,A1S9SJ5CZTZH1M,exploratory data analysis,analyse exploratoire des données,analyse exploratoire de données
407,A1S9SJ5CZTZH1M,exponential complexity,complexité exponentielle,complexité exponentielle
407,A1S9SJ5CZTZH1M,exponential decay,décroissance exponentielle,décroissance exponentielle
407,A1S9SJ5CZTZH1M,exponential family,famille exponentielle,famille exponentielle
407,A1S9SJ5CZTZH1M,exponential loss,perte exponentielle,perte exponentielle
407,A21RTAAAV3BQ1U,exploratory data analysis,analyse exploratoire des données,analyse exploratoire des données
407,A21RTAAAV3BQ1U,exponential complexity,complexité exponentielle,complexité exponentielle
407,A21RTAAAV3BQ1U,exponential decay,décroissance exponentielle,décroissance exponentielle
407,A21RTAAAV3BQ1U,exponential family,famille exponentielle,famille exponentielle
407,A21RTAAAV3BQ1U,exponential loss,perte exponentielle,perte exponentielle
407,A2VHCY98AAL24A,exploratory data analysis,analyse exploratoire des données,analyse exploratoire des données
407,A2VHCY98AAL24A,exponential complexity,complexité exponentielle,complexité exponentielle
407,A2VHCY98AAL24A,exponential decay,décroissance exponentielle,décroissance exponentielle
407,A2VHCY98AAL24A,exponential family,famille exponentielle,famille exponentielle
407,A2VHCY98AAL24A,exponential loss,perte exponentielle,perte exponentielle
407,AATNSR9QAYC5Q,exploratory data analysis,analyse exploratoire des données,analyse exploratoire des données
407,AATNSR9QAYC5Q,exponential complexity,complexité exponentielle,complexité exponentielle
407,AATNSR9QAYC5Q,exponential decay,décroissance exponentielle,décroissance exponentielle
407,AATNSR9QAYC5Q,exponential family,famille exponentielle,famille exponentielle
407,AATNSR9QAYC5Q,exponential loss,perte exponentielle,perte exponentielle
407,ACS6S6YQWPTZ1,exploratory data analysis,analyse exploratoire des données,analyse exploratoire des données
407,ACS6S6YQWPTZ1,exponential complexity,complexité exponentielle,complexité exponentielle
407,ACS6S6YQWPTZ1,exponential decay,décroissance exponentielle,décroissance exponentielle
407,ACS6S6YQWPTZ1,exponential family,famille exponentielle,famille exponentielle
407,ACS6S6YQWPTZ1,exponential loss,perte exponentielle,perte exponentielle
407,AJFSM5DLXF59T,exploratory data analysis,analyse exploratoire des données,analyse exploratoire des données
407,AJFSM5DLXF59T,exponential complexity,complexité exponentielle,complexité exponentielle
407,AJFSM5DLXF59T,exponential decay,décroissance exponentielle,décroissance exponentielle
407,AJFSM5DLXF59T,exponential family,famille exponentielle,famille exponentielle
407,AJFSM5DLXF59T,exponential loss,perte exponentielle,perte exponentielle
408,A1DEIZQB0X8KNT,exponential map,application exponentielle,carte exponentielle
408,A1DEIZQB0X8KNT,exponential moving average,moyenne mobile exponentielle,moyenne mobile exponentielle
408,A1DEIZQB0X8KNT,exposure bias,biais d'exposition,biais d'exposition
408,A1DEIZQB0X8KNT,extensive-form game,jeu sous forme extensive,jeu en forme étendue
408,A1DEIZQB0X8KNT,extracted,extrait,extrait
408,A1DP3WNXZKMBVL,exponential map,application exponentielle,carte exponentielle
408,A1DP3WNXZKMBVL,exponential moving average,moyenne mobile exponentielle,moyenne mobile exponentielle
408,A1DP3WNXZKMBVL,exposure bias,biais d'exposition,biais d'exposition
408,A1DP3WNXZKMBVL,extensive-form game,jeu sous forme extensive,jeu en forme extensive
408,A1DP3WNXZKMBVL,extracted,extrait,extrait
408,A1S9SJ5CZTZH1M,exponential map,application exponentielle,application exponentielle
408,A1S9SJ5CZTZH1M,exponential moving average,moyenne mobile exponentielle,moyenne mobile exponentielle
408,A1S9SJ5CZTZH1M,exposure bias,biais d'exposition,biais d'exposition
408,A1S9SJ5CZTZH1M,extensive-form game,jeu sous forme extensive,jeu en forme extensive
408,A1S9SJ5CZTZH1M,extracted,extrait,extrait
408,A21RTAAAV3BQ1U,exponential map,application exponentielle,carte exponentielle
408,A21RTAAAV3BQ1U,exponential moving average,moyenne mobile exponentielle,moyenne mobile exponentielle
408,A21RTAAAV3BQ1U,exposure bias,biais d'exposition,biais d'exposition
408,A21RTAAAV3BQ1U,extensive-form game,jeu sous forme extensive,jeu en forme extensive
408,A21RTAAAV3BQ1U,extracted,extrait,extrait
408,A2QG6WA7SYJY5Y,exponential map,application exponentielle,Carte exponentielle
408,A2QG6WA7SYJY5Y,exponential moving average,moyenne mobile exponentielle,Moyenne mobile exponentielle
408,A2QG6WA7SYJY5Y,exposure bias,biais d'exposition,Biais d'exposition
408,A2QG6WA7SYJY5Y,extensive-form game,jeu sous forme extensive,Jeu en forme extensive
408,A2QG6WA7SYJY5Y,extracted,extrait,Extrait
408,A7F86G1M4A22D,exponential map,application exponentielle,application exponentielle
408,A7F86G1M4A22D,exponential moving average,moyenne mobile exponentielle,moyenne mobile exponentielle
408,A7F86G1M4A22D,exposure bias,biais d'exposition,biais d'exposition
408,A7F86G1M4A22D,extensive-form game,jeu sous forme extensive,jeu en forme extensive
408,A7F86G1M4A22D,extracted,extrait,extrait
408,AATNSR9QAYC5Q,exponential map,application exponentielle,carte exponentielle
408,AATNSR9QAYC5Q,exponential moving average,moyenne mobile exponentielle,moyenne mobile exponentielle
408,AATNSR9QAYC5Q,exposure bias,biais d'exposition,biais d'exposition
408,AATNSR9QAYC5Q,extensive-form game,jeu sous forme extensive,jeu en forme extensive
408,AATNSR9QAYC5Q,extracted,extrait,extrait
408,ACS6S6YQWPTZ1,exponential map,application exponentielle,carte exponentielle
408,ACS6S6YQWPTZ1,exponential moving average,moyenne mobile exponentielle,moyenne mobile exponentielle
408,ACS6S6YQWPTZ1,exposure bias,biais d'exposition,biais d'exposition
408,ACS6S6YQWPTZ1,extensive-form game,jeu sous forme extensive,jeu en forme extensive
408,ACS6S6YQWPTZ1,extracted,extrait,extrait
408,AHX4W473FN5US,exponential map,application exponentielle,carte exponentielle
408,AHX4W473FN5US,exponential moving average,moyenne mobile exponentielle,moyenne mobile exponentielle
408,AHX4W473FN5US,exposure bias,biais d'exposition,biais d'exposition
408,AHX4W473FN5US,extensive-form game,jeu sous forme extensive,jeu en forme extensive
408,AHX4W473FN5US,extracted,extrait,extrait
408,AJFSM5DLXF59T,exponential map,application exponentielle,application exponentielle
408,AJFSM5DLXF59T,exponential moving average,moyenne mobile exponentielle,moyenne mobile exponentielle
408,AJFSM5DLXF59T,exposure bias,biais d'exposition,biais d'exposition
408,AJFSM5DLXF59T,extensive-form game,jeu sous forme extensive,jeu en forme étendue
408,AJFSM5DLXF59T,extracted,extrait,extrait
409,A14F5XX4Y4KG9P,extracting,extraction,extracting: extraction
409,A14F5XX4Y4KG9P,extraction,extraction,extraction: extraction
409,A14F5XX4Y4KG9P,extractive,extraction,extractive: extractif
409,A14F5XX4Y4KG9P,extractive question answering,réponse à une question extractive,extractive question answering: réponse à des questions extractive
409,A14F5XX4Y4KG9P,extractive summarization,résumé extractif,extractive summarization: résumé extractif
409,A1DEIZQB0X8KNT,extracting,extraction,extraction
409,A1DEIZQB0X8KNT,extraction,extraction,extraction
409,A1DEIZQB0X8KNT,extractive,extraction,extractif
409,A1DEIZQB0X8KNT,extractive question answering,réponse à une question extractive,réponse à question extractive
409,A1DEIZQB0X8KNT,extractive summarization,résumé extractif,résumé extractif
409,A1DP3WNXZKMBVL,extracting,extraction,extraction
409,A1DP3WNXZKMBVL,extraction,extraction,extraction
409,A1DP3WNXZKMBVL,extractive,extraction,extractif
409,A1DP3WNXZKMBVL,extractive question answering,réponse à une question extractive,réponse à la question extractive
409,A1DP3WNXZKMBVL,extractive summarization,résumé extractif,résumé extractif
409,A21RTAAAV3BQ1U,extracting,extraction,extraction
409,A21RTAAAV3BQ1U,extraction,extraction,extraction
409,A21RTAAAV3BQ1U,extractive,extraction,extractif
409,A21RTAAAV3BQ1U,extractive question answering,réponse à une question extractive,réponse à des questions extractives
409,A21RTAAAV3BQ1U,extractive summarization,résumé extractif,résumé extractif
409,A2QG6WA7SYJY5Y,extracting,extraction,Extraction
409,A2QG6WA7SYJY5Y,extraction,extraction,Extraction
409,A2QG6WA7SYJY5Y,extractive,extraction,Extrait
409,A2QG6WA7SYJY5Y,extractive question answering,réponse à une question extractive,Question-réponse extractive
409,A2QG6WA7SYJY5Y,extractive summarization,résumé extractif,Résumé extractif
409,A39NCWTB8S9SVH,extracting,extraction,extraction
409,A39NCWTB8S9SVH,extraction,extraction,extraction
409,A39NCWTB8S9SVH,extractive,extraction,extractif
409,A39NCWTB8S9SVH,extractive question answering,réponse à une question extractive,question-réponse extractive
409,A39NCWTB8S9SVH,extractive summarization,résumé extractif,résumé extractif
409,AATNSR9QAYC5Q,extracting,extraction,extraction
409,AATNSR9QAYC5Q,extraction,extraction,extraction
409,AATNSR9QAYC5Q,extractive,extraction,extractif
409,AATNSR9QAYC5Q,extractive question answering,réponse à une question extractive,question-réponse extractive
409,AATNSR9QAYC5Q,extractive summarization,résumé extractif,résumé extractif
409,ACS6S6YQWPTZ1,extracting,extraction,extraction
409,ACS6S6YQWPTZ1,extraction,extraction,extraction
409,ACS6S6YQWPTZ1,extractive,extraction,extractif
409,ACS6S6YQWPTZ1,extractive question answering,réponse à une question extractive,réponse à des questions extractives
409,ACS6S6YQWPTZ1,extractive summarization,résumé extractif,résumé extractif
409,AHX4W473FN5US,extracting,extraction,extraction
409,AHX4W473FN5US,extraction,extraction,extraction
409,AHX4W473FN5US,extractive,extraction,extraitif
409,AHX4W473FN5US,extractive question answering,réponse à une question extractive,réponse à des questions extractive
409,AHX4W473FN5US,extractive summarization,résumé extractif,résumé extractif
409,AJFSM5DLXF59T,extracting,extraction,extraction
409,AJFSM5DLXF59T,extraction,extraction,extraction
409,AJFSM5DLXF59T,extractive,extraction,extractif
409,AJFSM5DLXF59T,extractive question answering,réponse à une question extractive,réponse à des questions extractives
409,AJFSM5DLXF59T,extractive summarization,résumé extractif,résumé extractif
410,A14F5XX4Y4KG9P,extractor,extracteur,extrait
410,A14F5XX4Y4KG9P,extractor,extracteur,extrait
410,A14F5XX4Y4KG9P,f-divergence,f-divergence,f-divergence
410,A14F5XX4Y4KG9P,face detection,détection de visage,détection de visage
410,A14F5XX4Y4KG9P,face detector,détecteur de visages,détecteur de visage
410,A1DEIZQB0X8KNT,extractor,extracteur,extracteur
410,A1DEIZQB0X8KNT,extractor,extracteur,extracteur
410,A1DEIZQB0X8KNT,f-divergence,f-divergence,f-divergence
410,A1DEIZQB0X8KNT,face detection,détection de visage,détection de visages
410,A1DEIZQB0X8KNT,face detector,détecteur de visages,détecteur de visages
410,A1DP3WNXZKMBVL,extractor,extracteur,extracteur
410,A1DP3WNXZKMBVL,extractor,extracteur,extracteur
410,A1DP3WNXZKMBVL,f-divergence,f-divergence,f-divergence
410,A1DP3WNXZKMBVL,face detection,détection de visage,détection de visages
410,A1DP3WNXZKMBVL,face detector,détecteur de visages,détecteur de visages
410,A1RAJW5O9HPPE2,extractor,extracteur,extracteur
410,A1RAJW5O9HPPE2,extractor,extracteur,extracteur
410,A1RAJW5O9HPPE2,f-divergence,f-divergence,f-divergence
410,A1RAJW5O9HPPE2,face detection,détection de visage,détection de visages
410,A1RAJW5O9HPPE2,face detector,détecteur de visages,détecteur de visages
410,A1S9SJ5CZTZH1M,extractor,extracteur,extracteur
410,A1S9SJ5CZTZH1M,extractor,extracteur,extracteur
410,A1S9SJ5CZTZH1M,f-divergence,f-divergence,f-divergence
410,A1S9SJ5CZTZH1M,face detection,détection de visage,détection de visages
410,A1S9SJ5CZTZH1M,face detector,détecteur de visages,détecteur de visages
410,A21RTAAAV3BQ1U,extractor,extracteur,extracteur
410,A21RTAAAV3BQ1U,extractor,extracteur,extracteur
410,A21RTAAAV3BQ1U,f-divergence,f-divergence,f-divergence
410,A21RTAAAV3BQ1U,face detection,détection de visage,détection de visages
410,A21RTAAAV3BQ1U,face detector,détecteur de visages,détecteur de visages
410,A3JDSO90RW8ORC,extractor,extracteur,extracteur
410,A3JDSO90RW8ORC,extractor,extracteur,extracteur
410,A3JDSO90RW8ORC,f-divergence,f-divergence,f-divergence
410,A3JDSO90RW8ORC,face detection,détection de visage,détection de visage
410,A3JDSO90RW8ORC,face detector,détecteur de visages,détecteur de visage
410,AATNSR9QAYC5Q,extractor,extracteur,extracteur
410,AATNSR9QAYC5Q,extractor,extracteur,extracteur
410,AATNSR9QAYC5Q,f-divergence,f-divergence,f-divergence
410,AATNSR9QAYC5Q,face detection,détection de visage,détection de visage
410,AATNSR9QAYC5Q,face detector,détecteur de visages,détecteur de visage
410,ACS6S6YQWPTZ1,extractor,extracteur,extracteur
410,ACS6S6YQWPTZ1,extractor,extracteur,extracteur
410,ACS6S6YQWPTZ1,f-divergence,f-divergence,f-divergence
410,ACS6S6YQWPTZ1,face detection,détection de visage,détection de visages
410,ACS6S6YQWPTZ1,face detector,détecteur de visages,détecteur de visages
410,AJFSM5DLXF59T,extractor,extracteur,extracteur
410,AJFSM5DLXF59T,extractor,extracteur,extracteur
410,AJFSM5DLXF59T,f-divergence,f-divergence,f-divergence
410,AJFSM5DLXF59T,face detection,détection de visage,détection de visages
410,AJFSM5DLXF59T,face detector,détecteur de visages,détecteur de visages
411,A14F5XX4Y4KG9P,face recognition,reconnaissance faciale,reconnaissance faciale
411,A14F5XX4Y4KG9P,facial landmark,point de repère facial,point de repère facial
411,A14F5XX4Y4KG9P,facial recognition,reconnaissance faciale,reconnaissance faciale
411,A14F5XX4Y4KG9P,fact verification,vérification des faits,vérification des faits
411,A14F5XX4Y4KG9P,factor analysis,analyse factorielle,analyse factorielle
411,A1DP3WNXZKMBVL,face recognition,reconnaissance faciale,reconnaissance faciale
411,A1DP3WNXZKMBVL,facial landmark,point de repère facial,repère facial
411,A1DP3WNXZKMBVL,facial recognition,reconnaissance faciale,reconnaissance faciale
411,A1DP3WNXZKMBVL,fact verification,vérification des faits,vérification des faits
411,A1DP3WNXZKMBVL,factor analysis,analyse factorielle,analyse factorielle
411,A1Q0IZUEBVL8RP,face recognition,reconnaissance faciale,reconnaissance faciale
411,A1Q0IZUEBVL8RP,facial landmark,point de repère facial,repere facial
411,A1Q0IZUEBVL8RP,facial recognition,reconnaissance faciale,reconnaissance faciale
411,A1Q0IZUEBVL8RP,fact verification,vérification des faits,Verification des faits
411,A1Q0IZUEBVL8RP,factor analysis,analyse factorielle,Analyse factorielle
411,A21RTAAAV3BQ1U,face recognition,reconnaissance faciale,reconnaissance faciale
411,A21RTAAAV3BQ1U,facial landmark,point de repère facial,point de repère facial
411,A21RTAAAV3BQ1U,facial recognition,reconnaissance faciale,reconnaissance faciale
411,A21RTAAAV3BQ1U,fact verification,vérification des faits,vérification des faits
411,A21RTAAAV3BQ1U,factor analysis,analyse factorielle,analyse factorielle
411,A2QG6WA7SYJY5Y,face recognition,reconnaissance faciale,reconnaissance faciale
411,A2QG6WA7SYJY5Y,facial landmark,point de repère facial,point de repère facial
411,A2QG6WA7SYJY5Y,facial recognition,reconnaissance faciale,reconnaissance faciale
411,A2QG6WA7SYJY5Y,fact verification,vérification des faits,vérification des faits
411,A2QG6WA7SYJY5Y,factor analysis,analyse factorielle,analyse factorielle
411,A7F86G1M4A22D,face recognition,reconnaissance faciale,reconnaissance faciale
411,A7F86G1M4A22D,facial landmark,point de repère facial,point de repère facial
411,A7F86G1M4A22D,facial recognition,reconnaissance faciale,reconnaissance faciale
411,A7F86G1M4A22D,fact verification,vérification des faits,vérification des faits
411,A7F86G1M4A22D,factor analysis,analyse factorielle,analyse factorielle
411,AATNSR9QAYC5Q,face recognition,reconnaissance faciale,reconnaissance faciale
411,AATNSR9QAYC5Q,facial landmark,point de repère facial,point de repère facial
411,AATNSR9QAYC5Q,facial recognition,reconnaissance faciale,reconnaissance faciale
411,AATNSR9QAYC5Q,fact verification,vérification des faits,vérification des faits
411,AATNSR9QAYC5Q,factor analysis,analyse factorielle,analyse factorielle
411,ACS6S6YQWPTZ1,face recognition,reconnaissance faciale,reconnaissance faciale
411,ACS6S6YQWPTZ1,facial landmark,point de repère facial,repère facial
411,ACS6S6YQWPTZ1,facial recognition,reconnaissance faciale,reconnaissance faciale
411,ACS6S6YQWPTZ1,fact verification,vérification des faits,vérification des faits
411,ACS6S6YQWPTZ1,factor analysis,analyse factorielle,analyse factorielle
411,AHX4W473FN5US,face recognition,reconnaissance faciale,reconnaissance faciale
411,AHX4W473FN5US,facial landmark,point de repère facial,repère facial
411,AHX4W473FN5US,facial recognition,reconnaissance faciale,reconnaissance faciale
411,AHX4W473FN5US,fact verification,vérification des faits,vérification des faits
411,AHX4W473FN5US,factor analysis,analyse factorielle,analyse factorielle
411,AJFSM5DLXF59T,face recognition,reconnaissance faciale,reconnaissance faciale
411,AJFSM5DLXF59T,facial landmark,point de repère facial,repère facial
411,AJFSM5DLXF59T,facial recognition,reconnaissance faciale,reconnaissance faciale
411,AJFSM5DLXF59T,fact verification,vérification des faits,vérification des faits
411,AJFSM5DLXF59T,factor analysis,analyse factorielle,analyse factorielle
412,A14F5XX4Y4KG9P,factor graph,graphe de facteurs,graphique de facteurs
412,A14F5XX4Y4KG9P,factor matrix,matrice de facteurs,matrice de facteurs
412,A14F5XX4Y4KG9P,factor of variation,facteur de variation,facteur de variation
412,A14F5XX4Y4KG9P,factorization,factorisation,factorisation
412,A14F5XX4Y4KG9P,factorization algorithm,algorithme de factorisation,algorithme de factorisation
412,A1DP3WNXZKMBVL,factor graph,graphe de facteurs,Graphe de Facteurs
412,A1DP3WNXZKMBVL,factor matrix,matrice de facteurs,Matrice de Facteurs
412,A1DP3WNXZKMBVL,factor of variation,facteur de variation,Facteur de Variation
412,A1DP3WNXZKMBVL,factorization,factorisation,Factorisation
412,A1DP3WNXZKMBVL,factorization algorithm,algorithme de factorisation,Algorithme de Factorisation
412,A1S9SJ5CZTZH1M,factor graph,graphe de facteurs,graphe de facteurs
412,A1S9SJ5CZTZH1M,factor matrix,matrice de facteurs,matrice de facteurs
412,A1S9SJ5CZTZH1M,factor of variation,facteur de variation,facteur de variation
412,A1S9SJ5CZTZH1M,factorization,factorisation,factorisation
412,A1S9SJ5CZTZH1M,factorization algorithm,algorithme de factorisation,algorithme de factorisation
412,A21RTAAAV3BQ1U,factor graph,graphe de facteurs,graphe des facteurs
412,A21RTAAAV3BQ1U,factor matrix,matrice de facteurs,matrice de facteurs
412,A21RTAAAV3BQ1U,factor of variation,facteur de variation,facteur de variation
412,A21RTAAAV3BQ1U,factorization,factorisation,factorisation
412,A21RTAAAV3BQ1U,factorization algorithm,algorithme de factorisation,algorithme de factorisation
412,A2QG6WA7SYJY5Y,factor graph,graphe de facteurs,Graphique de facteurs
412,A2QG6WA7SYJY5Y,factor matrix,matrice de facteurs,Matrice de facteurs
412,A2QG6WA7SYJY5Y,factor of variation,facteur de variation,Facteur de variation
412,A2QG6WA7SYJY5Y,factorization,factorisation,Factorisation
412,A2QG6WA7SYJY5Y,factorization algorithm,algorithme de factorisation,Algorithme de factorisation
412,A2VHCY98AAL24A,factor graph,graphe de facteurs,graphe de facteurs
412,A2VHCY98AAL24A,factor matrix,matrice de facteurs,matrice de facteurs
412,A2VHCY98AAL24A,factor of variation,facteur de variation,facteur de variation
412,A2VHCY98AAL24A,factorization,factorisation,factorisation
412,A2VHCY98AAL24A,factorization algorithm,algorithme de factorisation,algorithme de factorisation
412,AATNSR9QAYC5Q,factor graph,graphe de facteurs,graphe de facteurs
412,AATNSR9QAYC5Q,factor matrix,matrice de facteurs,matrice de facteurs
412,AATNSR9QAYC5Q,factor of variation,facteur de variation,facteur de variation
412,AATNSR9QAYC5Q,factorization,factorisation,factorisation
412,AATNSR9QAYC5Q,factorization algorithm,algorithme de factorisation,algorithme de factorisation
412,ACS6S6YQWPTZ1,factor graph,graphe de facteurs,graphe de facteurs
412,ACS6S6YQWPTZ1,factor matrix,matrice de facteurs,matrice de facteurs
412,ACS6S6YQWPTZ1,factor of variation,facteur de variation,facteur de variation
412,ACS6S6YQWPTZ1,factorization,factorisation,factorisation
412,ACS6S6YQWPTZ1,factorization algorithm,algorithme de factorisation,algorithme de factorisation
412,AHX4W473FN5US,factor graph,graphe de facteurs,graphe de facteurs
412,AHX4W473FN5US,factor matrix,matrice de facteurs,matrice de facteurs
412,AHX4W473FN5US,factor of variation,facteur de variation,facteur de variation
412,AHX4W473FN5US,factorization,factorisation,factorisation
412,AHX4W473FN5US,factorization algorithm,algorithme de factorisation,algorithme de factorisation
412,AJFSM5DLXF59T,factor graph,graphe de facteurs,graphe de facteurs
412,AJFSM5DLXF59T,factor matrix,matrice de facteurs,matrice de facteurs
412,AJFSM5DLXF59T,factor of variation,facteur de variation,facteur de variation
412,AJFSM5DLXF59T,factorization,factorisation,factorisation
412,AJFSM5DLXF59T,factorization algorithm,algorithme de factorisation,algorithme de factorisation
413,A14F5XX4Y4KG9P,factorization method,méthode de factorisation,Méthode de factorisation
413,A14F5XX4Y4KG9P,failure probability,probabilité d'échec,Probabilité d'échec
413,A14F5XX4Y4KG9P,fairness criterion,critère d'équité,Critère d'équité
413,A14F5XX4Y4KG9P,fairness loss,perte d'équité,Perte d'équité
413,A14F5XX4Y4KG9P,fairness notion,notion d'équité,Notion d'équité
413,A1DEIZQB0X8KNT,factorization method,méthode de factorisation,méthode de factorisation
413,A1DEIZQB0X8KNT,failure probability,probabilité d'échec,probabilité d'échec
413,A1DEIZQB0X8KNT,fairness criterion,critère d'équité,critère d'équité
413,A1DEIZQB0X8KNT,fairness loss,perte d'équité,perte d'équité
413,A1DEIZQB0X8KNT,fairness notion,notion d'équité,notion d'équité
413,A1DP3WNXZKMBVL,factorization method,méthode de factorisation,méthode de factorisation
413,A1DP3WNXZKMBVL,failure probability,probabilité d'échec,probabilité d'échec
413,A1DP3WNXZKMBVL,fairness criterion,critère d'équité,critère d'équité
413,A1DP3WNXZKMBVL,fairness loss,perte d'équité,perte d'équité
413,A1DP3WNXZKMBVL,fairness notion,notion d'équité,notion d'équité
413,A1S9SJ5CZTZH1M,factorization method,méthode de factorisation,méthode de factorisation
413,A1S9SJ5CZTZH1M,failure probability,probabilité d'échec,probabilité d'échec
413,A1S9SJ5CZTZH1M,fairness criterion,critère d'équité,critère d'équité
413,A1S9SJ5CZTZH1M,fairness loss,perte d'équité,perte d'équité
413,A1S9SJ5CZTZH1M,fairness notion,notion d'équité,notion d'équité
413,A21RTAAAV3BQ1U,factorization method,méthode de factorisation,méthode de factorisation
413,A21RTAAAV3BQ1U,failure probability,probabilité d'échec,probabilité d'échec
413,A21RTAAAV3BQ1U,fairness criterion,critère d'équité,critère d'équité
413,A21RTAAAV3BQ1U,fairness loss,perte d'équité,perte d'équité
413,A21RTAAAV3BQ1U,fairness notion,notion d'équité,notion d'équité
413,A3JDSO90RW8ORC,factorization method,méthode de factorisation,méthode de factorisation
413,A3JDSO90RW8ORC,failure probability,probabilité d'échec,probabilité d'échec
413,A3JDSO90RW8ORC,fairness criterion,critère d'équité,critère d'équité
413,A3JDSO90RW8ORC,fairness loss,perte d'équité,perte d'équité
413,A3JDSO90RW8ORC,fairness notion,notion d'équité,notion d'équité
413,AATNSR9QAYC5Q,factorization method,méthode de factorisation,méthode de factorisation
413,AATNSR9QAYC5Q,failure probability,probabilité d'échec,probabilité d'échec
413,AATNSR9QAYC5Q,fairness criterion,critère d'équité,critère d'équité
413,AATNSR9QAYC5Q,fairness loss,perte d'équité,perte d'équité
413,AATNSR9QAYC5Q,fairness notion,notion d'équité,notion d'équit
413,ACS6S6YQWPTZ1,factorization method,méthode de factorisation,méthode de factorisation
413,ACS6S6YQWPTZ1,failure probability,probabilité d'échec,probabilité d'échec
413,ACS6S6YQWPTZ1,fairness criterion,critère d'équité,critère d'équité
413,ACS6S6YQWPTZ1,fairness loss,perte d'équité,perte d'équité
413,ACS6S6YQWPTZ1,fairness notion,notion d'équité,notion d'équité
413,AHX4W473FN5US,factorization method,méthode de factorisation,architecture de réseau profond
413,AHX4W473FN5US,failure probability,probabilité d'échec,modèle neuronal profond
413,AHX4W473FN5US,fairness criterion,critère d'équité,réseau neuronal profond
413,AHX4W473FN5US,fairness loss,perte d'équité,réseau neuronal profond
413,AHX4W473FN5US,fairness notion,notion d'équité,apprentissage par renforcement profond
413,AJFSM5DLXF59T,factorization method,méthode de factorisation,Méthode de factorisation
413,AJFSM5DLXF59T,failure probability,probabilité d'échec,Probabilité d'échec
413,AJFSM5DLXF59T,fairness criterion,critère d'équité,Critère d'équité
413,AJFSM5DLXF59T,fairness loss,perte d'équité,Perte d'équité
413,AJFSM5DLXF59T,fairness notion,notion d'équité,Notion d'équité
414,A14F5XX4Y4KG9P,faithfulness score,score de fidélité,score de fidélité
414,A14F5XX4Y4KG9P,false negative,faux négatif,faux négatif
414,A14F5XX4Y4KG9P,false negative rate,taux de faux négatifs,taux de faux négatifs
414,A14F5XX4Y4KG9P,false positive rate,taux de faux positifs,taux de faux positifs
414,A14F5XX4Y4KG9P,fanout,épanouissement,facteur de propagation
414,A1DEIZQB0X8KNT,faithfulness score,score de fidélité,Score de fidélité
414,A1DEIZQB0X8KNT,false negative,faux négatif,Faux négatif
414,A1DEIZQB0X8KNT,false negative rate,taux de faux négatifs,Taux de faux négatifs
414,A1DEIZQB0X8KNT,false positive rate,taux de faux positifs,Taux de faux positifs
414,A1DEIZQB0X8KNT,fanout,épanouissement,Facteur de propagation
414,A1DP3WNXZKMBVL,faithfulness score,score de fidélité,score de fidélité
414,A1DP3WNXZKMBVL,false negative,faux négatif,faux négatif
414,A1DP3WNXZKMBVL,false negative rate,taux de faux négatifs,taux de faux négatifs
414,A1DP3WNXZKMBVL,false positive rate,taux de faux positifs,taux de faux positifs
414,A1DP3WNXZKMBVL,fanout,épanouissement,facteur de branchement
414,A1Q0IZUEBVL8RP,faithfulness score,score de fidélité,score de fidelite
414,A1Q0IZUEBVL8RP,false negative,faux négatif,faux negatif
414,A1Q0IZUEBVL8RP,false negative rate,taux de faux négatifs,taux de faux negatifs
414,A1Q0IZUEBVL8RP,false positive rate,taux de faux positifs,taux de faux positifs
